skill_a,skill_b,count
Hadoop,Rust,8
Flask,JSON,8
Data Visualization,Ruby,8
Data Analysis,FastAPI,8
GraphQL,Redshift,8
LangChain,R,8
Angular,LLMs / GenAI,8
Kafka,Superset,8
Spring Boot,Tableau,8
NumPy,Oracle,8
Linux,SOC 2,8
Java,scikit-learn,8
Go,SAP,8
Flask,VMware,8
Prototyping,Spring Boot,8
Data Pipeline,ServiceNow,8
ServiceNow,Snowflake,8
Bash,Swift,8
Databricks,GitLab,8
Distributed Systems,Linear,8
Firewalls,Spring,8
Splunk,Zero Trust,8
Docker,XGBoost,8
DynamoDB,Prometheus,8
Linux,SageMaker,8
Power BI,VMware,8
Linux,User Research,8
Statistical Analysis,XML,8
Java,Zero Trust,8
Fivetran,Redshift,8
Fivetran,Power BI,8
PHP,Splunk,8
Kubernetes,SSIS,8
Databricks,Datadog,8
LLMs / GenAI,MySQL,8
Ansible,Redshift,8
Firewalls,React,8
CSS,Firewalls,8
Looker,Redis,8
Cassandra,Risk Management,8
BigQuery,GraphQL,8
Redis,VMware,8
Alteryx,Redshift,8
A/B Testing,Kotlin,8
Google Analytics,Prototyping,8
Firewalls,Kafka,8
Deep Learning,Elasticsearch,8
Data Modeling,Incident Response,8
Data Modeling,Prometheus,8
Excel,Figma,8
CI/CD,User Research,8
JSON,PyTorch,8
Informatica,NLP,8
MuleSoft,Tableau,8
Dagster,PyTorch,8
Ruby,SIEM,8
Alteryx,GCP,8
MySQL,Rust,8
Risk Management,Workday,8
GitLab,Swift,8
Dynamics 365,PowerShell,8
Data Modeling,Datadog,8
GitHub,SAS,8
Apache Iceberg,Kafka,7
Swift,Unix,7
Data Warehousing,MLflow,7
Distributed Systems,Pulumi,7
AWS Security,Bash,7
Django,Next.js,7
Grafana,Risk Management,7
Firebase,Microservices,7
Jupyter,PowerShell,7
AWS,Dagster,7
Data Visualization,Kotlin,7
CISSP,PHP,7
Dynamics 365,Windows,7
Dynamics 365,Java,7
ClickHouse,JavaScript,7
Salesforce,Spring,7
LLMs / GenAI,MLflow,7
BigQuery,Kotlin,7
Cassandra,LLMs / GenAI,7
Hadoop,Penetration Testing,7
TypeScript,Workday,7
Hadoop,Incident Response,7
Airflow,PowerShell,7
Active Directory,Grafana,7
AWS Security,DevOps,7
Excel,Jupyter,7
Penetration Testing,Tableau,7
AWS,Hugging Face,7
Data Pipeline,SAS,7
Dynamics 365,ETL,7
Data Pipeline,XGBoost,7
Data Pipeline,Datadog,7
Agile / Scrum,XGBoost,7
Ansible,Pulumi,7
Terraform,jQuery,7
ArgoCD,Kafka,7
JSON,NLP,7
Datadog,Oracle,7
Vue,jQuery,7
Java,Svelte,7
Elasticsearch,Jupyter,7
ArgoCD,Distributed Systems,7
SQL,Vector Databases,7
Kubernetes,Prompt Engineering,7
BigQuery,Elasticsearch,7
FastAPI,Redis,7
Fivetran,Machine Learning,7
Data Pipeline,SAP,7
Airflow,Superset,7
AWS Security,GCP,7
CISSP,Salesforce,7
Spring Boot,Swift,7
Node.js,SageMaker,7
Elasticsearch,Next.js,7
Statistical Analysis,User Research,7
DynamoDB,PowerShell,7
DynamoDB,Windows,7
DevOps,Fivetran,7
Active Directory,Kafka,7
Kotlin,Oracle,7
CISSP,Snowflake,7
CISSP,Looker,7
ArgoCD,Prometheus,7
Ansible,Informatica,7
Spring,Stakeholder Mgmt,7
Datadog,Redshift,7
Datadog,Figma,7
AWS Security,Firewalls,7
JSON,Redshift,7
Java,NetSuite,7
Confluence,Vue,7
DynamoDB,Flink,7
Elasticsearch,Risk Management,7
Elasticsearch,Penetration Testing,7
Datadog,dbt,7
ClickHouse,Terraform,7
C++,ClickHouse,7
AWS Security,Go,7
Excel,Software Architecture,7
GitLab,Vue,7
LLMs / GenAI,XGBoost,7
SQL,Zero Trust,7
GraphQL,Tableau,7
Data Analysis,Helm,7
Docker,SSIS,7
Data Modeling,VMware,7
Data Analysis,scikit-learn,7
C++,scikit-learn,7
Distributed Systems,Firewalls,7
Active Directory,GitLab,7
MySQL,OWASP,7
Microservices,SAS,7
Data Warehousing,MuleSoft,7
Excel,Microservices,7
Jenkins,Next.js,7
BigQuery,Confluence,7
A/B Testing,Software Architecture,7
Swift,Terraform,7
Firewalls,Redis,7
Spark,Swift,7
Scala,Swift,7
MATLAB,Rust,7
Flask,Snowflake,7
MySQL,SAP,7
C#,Firewalls,7
Angular,Penetration Testing,7
C,Linear,7
Figma,PostgreSQL,7
Active Directory,MongoDB,7
A/B Testing,Kanban,7
Bash,LLMs / GenAI,7
Google Analytics,Hadoop,7
MongoDB,Penetration Testing,7
Informatica,Spring Boot,7
NumPy,Redshift,7
Cassandra,Stakeholder Mgmt,7
C++,SIEM,7
PHP,Power BI,7
LLMs / GenAI,User Research,7
CI/CD,Zero Trust,7
Cassandra,SageMaker,7
Cybersecurity,Kotlin,7
Confluence,Dynamics 365,7
Kanban,LLMs / GenAI,7
Excel,Scala,7
A/B Testing,jQuery,7
C,SAS,7
CSS,Prometheus,7
BigQuery,Grafana,7
Flink,Spring Boot,7
Big Data,SAP,7
Figma,NLP,7
Distributed Systems,Salesforce,7
Flask,R,7
Angular,TensorFlow,7
SAP,Workday,7
System Design,Workday,7
Excel,Kafka,7
Data Analysis,OWASP,7
Databricks,Node.js,7
Hive,Risk Management,7
GitHub,User Research,7
Cybersecurity,Django,7
R,Rust,7
LangChain,Pandas,7
LangChain,NumPy,7
SOC 2,SQL,7
NumPy,scikit-learn,7
Flink,Windows,7
Pulumi,TypeScript,7
Data Pipeline,Prefect,7
Jupyter,Node.js,7
Deep Learning,Grafana,7
Grafana,NumPy,7
Data Modeling,Rust,7
Django,Scala,7
Helm,MongoDB,7
GraphQL,Prototyping,7
AWS,Apache Iceberg,7
MLflow,Tableau,7
C,Spring,7
JSON,Vue,7
MLflow,Microservices,7
Firewalls,XML,7
CISSP,Node.js,7
Go,Looker,7
Django,XML,7
Confluence,Google Analytics,7
Prometheus,XML,7
Flink,Ruby,7
DevOps,Prompt Engineering,7
Data Observability,Python,7
Data Observability,Data Warehousing,7
PHP,Risk Management,7
LLMs / GenAI,Linear,7
Figma,Go,7
Go,jQuery,7
Alteryx,Jira,7
ArgoCD,SQL,7
Active Directory,Hadoop,7
NumPy,Scala,7
FastAPI,TensorFlow,7
Penetration Testing,Unit Testing,7
Data Governance,Grafana,7
MuleSoft,Spring Boot,7
MuleSoft,Spring,7
Deep Learning,HTML,7
PHP,Tableau,7
Data Warehousing,PHP,7
Azure,Workflow Automation,7
Data Analysis,Fine-tuning,7
Angular,Deep Learning,7
Flink,Rust,7
Dagster,Pandas,7
Data Modeling,Superset,7
C++,Segment,7
Alteryx,SSIS,7
DynamoDB,Vue,7
Apache Iceberg,Data Warehousing,7
Apache Iceberg,Data Pipeline,7
C++,OWASP,7
Active Directory,Distributed Systems,7
ETL,SageMaker,7
Data Analysis,Vector Databases,7
Confluence,Informatica,7
Dagster,MLflow,7
Dynamics 365,Stakeholder Mgmt,7
ETL,Flask,7
Alteryx,CI/CD,7
Active Directory,Datadog,7
Azure,Dagster,7
AWS,Prefect,7
Prometheus,Risk Management,7
Alteryx,Stakeholder Mgmt,7
Jira,Workday,7
Jira,NetSuite,7
ETL,MuleSoft,7
Datadog,Helm,7
JSON,Stakeholder Mgmt,7
BigQuery,Datadog,7
Data Modeling,MLflow,7
BigQuery,PyTorch,7
Active Directory,Data Governance,7
Angular,Statistical Analysis,7
Pandas,Superset,7
Machine Learning,Superset,7
Data Warehousing,jQuery,7
Airflow,Apache Iceberg,7
Flink,XML,7
Flink,JSON,7
Data Warehousing,SageMaker,7
NoSQL,OWASP,7
Ansible,SAP,7
OWASP,Oracle,7
MATLAB,Swift,7
Data Modeling,Workday,7
CSS,Hive,7
GraphQL,Power BI,7
NetSuite,Oracle,7
Docker,Vector Databases,7
Figma,Salesforce,7
AWS,Vector Databases,7
PHP,R,7
PyTorch,Ruby,7
Elasticsearch,Svelte,7
Airflow,Spring Boot,7
Hugging Face,LangChain,7
Active Directory,Big Data,7
Confluence,Penetration Testing,7
DynamoDB,Informatica,7
ClickHouse,Jupyter,7
Flink,SageMaker,7
Prototyping,VMware,7
GitLab,Pandas,7
Microservices,SageMaker,7
C,MongoDB,7
C#,NumPy,7
BigQuery,CSS,7
GitHub,Pulumi,7
Distributed Systems,SageMaker,7
NumPy,TypeScript,7
NumPy,Redis,7
Airflow,JSON,7
Airflow,Cybersecurity,7
AWS Security,PowerShell,7
Angular,FastAPI,7
Kafka,Penetration Testing,7
AWS Security,OWASP,7
JavaScript,Workday,7
Prompt Engineering,PyTorch,7
DynamoDB,Power BI,7
AWS Security,Terraform,7
Flink,GitLab,7
Kotlin,Unix,7
FastAPI,Node.js,7
Bash,NLP,7
Data Pipeline,XML,7
Risk Management,Ruby,7
Looker,Terraform,7
CSS,Helm,7
Elasticsearch,NumPy,7
Incident Response,Node.js,7
Jira,Segment,7
GitHub,SIEM,7
Airflow,Prototyping,7
ArgoCD,JSON,7
SSIS,Unix,7
Redshift,TensorFlow,7
Apache Iceberg,Machine Learning,7
C++,Looker,7
Prompt Engineering,TensorFlow,7
Elasticsearch,Looker,7
CI/CD,Workday,7
MLflow,Statistical Analysis,7
BigQuery,Google Analytics,7
Google Analytics,PostgreSQL,7
Burp Suite,Data Analysis,6
Salesforce,Zero Trust,6
Incident Response,Rust,6
Linux,Pulumi,6
Data Governance,Flask,6
CI/CD,Segment,6
DevOps,Segment,6
Alteryx,Salesforce,6
ArgoCD,REST API,6
Grafana,jQuery,6
Oracle,PyTorch,6
Deep Learning,Prompt Engineering,6
Ruby,XGBoost,6
Scala,XGBoost,6
Helm,Unit Testing,6
Jenkins,SOC 2,6
Software Architecture,Vue,6
BigQuery,Flink,6
Big Data,ClickHouse,6
ClickHouse,Hadoop,6
Svelte,Vue,6
LLMs / GenAI,Stakeholder Mgmt,6
Flink,Unix,6
PowerShell,Redis,6
REST API,Svelte,6
BigQuery,GitLab,6
GCP,Segment,6
Data Governance,Microsoft Fabric,6
Fine-tuning,Java,6
Flask,Windows,6
Penetration Testing,Ruby,6
Deep Learning,Excel,6
GitLab,dbt,6
Django,SSIS,6
SOC 2,Terraform,6
BigQuery,C#,6
Figma,Statistical Analysis,6
Data Warehousing,Kotlin,6
C++,dbt,6
Data Governance,GraphQL,6
C#,Workday,6
Git,Workday,6
A/B Testing,Distributed Systems,6
PowerShell,Zero Trust,6
Splunk,jQuery,6
CI/CD,Fivetran,6
JavaScript,Workflow Automation,6
Jupyter,Looker,6
Docker,Trino,6
Flink,GraphQL,6
GraphQL,Risk Management,6
Kanban,Statistical Analysis,6
NLP,Ruby,6
Cassandra,Excel,6
Apache Iceberg,Snowflake,6
Linear,Unit Testing,6
Bash,Flask,6
ETL,Google Analytics,6
Cassandra,Flask,6
Python,Trino,6
Scala,Trino,6
Active Directory,Stakeholder Mgmt,6
React,SageMaker,6
A/B Testing,Ruby,6
NumPy,SAS,6
Django,LLMs / GenAI,6
Distributed Systems,ServiceNow,6
CI/CD,SIEM,6
Data Warehousing,Superset,6
CISSP,REST API,6
HTML,SIEM,6
Data Modeling,Microsoft Fabric,6
CI/CD,Prompt Engineering,6
Linux,Looker,6
Tableau,VMware,6
Apache Iceberg,Hadoop,6
Figma,Risk Management,6
Bash,Pandas,6
Hive,TypeScript,6
Big Data,Datadog,6
Databricks,Incident Response,6
ArgoCD,Data Analysis,6
PostgreSQL,Pulumi,6
Hadoop,Helm,6
ArgoCD,TypeScript,6
Pandas,XML,6
MLflow,Power BI,6
Unit Testing,Workday,6
PyTorch,React,6
Linux,MuleSoft,6
Tableau,scikit-learn,6
Cybersecurity,Workday,6
Helm,VMware,6
Angular,Dynamics 365,6
NLP,Spring Boot,6
CSS,Databricks,6
Incident Response,Kanban,6
Java,Superset,6
PostgreSQL,Superset,6
MATLAB,React,6
Stakeholder Mgmt,dbt,6
C,Statistical Analysis,6
C#,Looker,6
Firewalls,JSON,6
Data Pipeline,FastAPI,6
Data Governance,Fivetran,6
ServiceNow,Software Architecture,6
Incident Response,Salesforce,6
NumPy,SageMaker,6
Angular,Linear,6
Confluence,Segment,6
PostgreSQL,Svelte,6
Databricks,Redis,6
Databricks,TypeScript,6
Ansible,Swift,6
Data Visualization,Dynamics 365,6
Data Governance,Splunk,6
Data Warehousing,ServiceNow,6
Software Architecture,VMware,6
MLflow,MySQL,6
Dagster,Java,6
Go,Linear,6
NLP,User Research,6
Pandas,Software Architecture,6
Distributed Systems,Vue,6
R,jQuery,6
Data Analysis,Mixpanel,6
C,Data Warehousing,6
Databricks,Fivetran,6
Node.js,Stakeholder Mgmt,6
Active Directory,Elasticsearch,6
Distributed Systems,PowerShell,6
CSS,Looker,6
ETL,Workday,6
Next.js,NoSQL,6
Cassandra,Statistical Analysis,6
Datadog,XML,6
ETL,Fivetran,6
BigQuery,SAS,6
Microservices,ServiceNow,6
Linear,System Design,6
JSON,SAS,6
Agile / Scrum,Mixpanel,6
Dynamics 365,GitHub,6
GraphQL,Salesforce,6
Elasticsearch,MATLAB,6
MATLAB,MongoDB,6
Jupyter,REST API,6
NetSuite,Power BI,6
Pandas,System Design,6
React,SAP,6
Google Analytics,Mixpanel,6
CSS,Statistical Analysis,6
Google Analytics,Swift,6
Redshift,Salesforce,6
PyTorch,Vector Databases,6
Dagster,Scala,6
Big Data,SageMaker,6
MATLAB,Stakeholder Mgmt,6
GraphQL,NLP,6
Jupyter,LLMs / GenAI,6
OWASP,PHP,6
Cybersecurity,Pandas,6
Data Visualization,Penetration Testing,6
Excel,Penetration Testing,6
NumPy,System Design,6
PowerShell,Salesforce,6
Windows,Workday,6
Grafana,Jupyter,6
Jupyter,React,6
Confluence,Workday,6
Alteryx,Oracle,6
Spring,Tableau,6
Microservices,SAP,6
MySQL,NetSuite,6
Cassandra,MLflow,6
GitLab,NLP,6
Agile / Scrum,Prefect,6
Hadoop,PHP,6
Oracle,Swift,6
Bash,Statistical Analysis,6
SAP,ServiceNow,6
Data Visualization,Vue,6
Prompt Engineering,Vector Databases,6
CSS,MATLAB,6
Elasticsearch,dbt,6
Figma,Vue,6
A/B Testing,Deep Learning,6
A/B Testing,PyTorch,6
Jupyter,SAS,6
Penetration Testing,Power BI,6
Flink,Kotlin,6
PHP,Spark,6
BigQuery,Informatica,6
GitLab,Penetration Testing,6
Power BI,SageMaker,6
ETL,LLMs / GenAI,6
GraphQL,Pandas,6
DynamoDB,dbt,6
LLMs / GenAI,Rust,6
Hive,SageMaker,6
CI/CD,SOC 2,6
Data Modeling,Dynamics 365,6
Git,SOC 2,6
Google Analytics,Kanban,6
GitLab,SSIS,6
Alteryx,Hadoop,6
Data Warehousing,MATLAB,6
Tableau,User Research,6
Bash,SOC 2,6
Azure,Svelte,6
DevOps,Svelte,6
Confluence,Linear,6
C,Kotlin,6
Microservices,Pulumi,6
SQL,Svelte,6
FastAPI,NLP,6
Docker,Zero Trust,6
Databricks,Software Architecture,6
A/B Testing,SAS,6
Kanban,Linear,6
Kanban,Penetration Testing,6
PHP,Penetration Testing,6
Statistical Analysis,scikit-learn,6
Dynamics 365,Oracle,6
Dynamics 365,SAP,6
Java,Segment,6
Incident Response,SOC 2,6
Flink,NumPy,6
Flink,Pandas,6
Power BI,Swift,6
SIEM,ServiceNow,6
Oracle,Rust,6
Rust,Spring,6
Google Analytics,Node.js,6
Java,SOC 2,6
Angular,Firebase,6
ETL,Spring Boot,6
NLP,Splunk,6
Prometheus,Snowflake,6
Oracle,SIEM,6
Prefect,Spark,6
PowerShell,Scala,6
Linear,Prototyping,6
Fivetran,JavaScript,6
Docker,User Research,6
TypeScript,User Research,6
Dynamics 365,Salesforce,6
FastAPI,Spark,6
JavaScript,Pulumi,6
Ansible,Stakeholder Mgmt,6
Metabase,Snowflake,6
Incident Response,React,6
Dynamics 365,jQuery,6
Kafka,MuleSoft,6
Fivetran,Prefect,6
A/B Testing,Rust,6
Polars,Spark,6
C,NLP,6
PowerShell,Software Architecture,6
CI/CD,Prefect,6
Jupyter,MySQL,6
REST API,Statistical Analysis,6
AWS,Data Observability,6
Data Governance,Linear,6
Data Observability,DevOps,6
Data Observability,SQL,6
Angular,Pandas,6
OWASP,Ruby,6
SageMaker,Terraform,6
Data Visualization,Swift,6
Data Visualization,Next.js,6
Confluence,SIEM,6
HTML,Svelte,6
Active Directory,C,6
Bash,Kotlin,6
Redshift,Spring,6
Metabase,R,6
Workday,Zero Trust,6
GitLab,LLMs / GenAI,6
Flink,SAS,6
Kafka,MLflow,6
Data Governance,LLMs / GenAI,6
Dagster,Terraform,6
Machine Learning,Pulumi,6
Big Data,SIEM,6
A/B Testing,Unit Testing,6
Burp Suite,JavaScript,6
Data Warehousing,Grafana,6
Hive,Stakeholder Mgmt,5
Grafana,Software Architecture,5
Incident Response,Segment,5
ArgoCD,PyTorch,5
ArgoCD,SageMaker,5
C#,SIEM,5
CISSP,MySQL,5
Big Data,Swift,5
Agile / Scrum,Amplitude,5
.NET,CISSP,5
Next.js,Vue,5
Google Analytics,XML,5
BigQuery,Jupyter,5
ETL,MATLAB,5
Confluence,Firebase,5
Elasticsearch,Helm,5
Firewalls,Unit Testing,5
Penetration Testing,Spark,5
Cybersecurity,Elasticsearch,5
ClickHouse,Data Analysis,5
CI/CD,Svelte,5
Incident Response,Kotlin,5
Figma,GitLab,5
Spring,VMware,5
DynamoDB,FastAPI,5
.NET,Redshift,5
Google Analytics,Hive,5
Flask,XML,5
Databricks,Prefect,5
Rust,Vue,5
Jupyter,Oracle,5
A/B Testing,Airflow,5
A/B Testing,dbt,5
BigQuery,TensorFlow,5
Cassandra,SAP,5
Go,ServiceNow,5
C#,Next.js,5
Data Analysis,Data Observability,5
Data Governance,Data Observability,5
TensorFlow,VMware,5
Hive,SAP,5
Informatica,React,5
CSS,PyTorch,5
Angular,Pulumi,5
Metabase,Spark,5
MongoDB,Next.js,5
Grafana,Statistical Analysis,5
BigQuery,Unix,5
Linux,Next.js,5
Figma,MongoDB,5
Azure,MCP,5
JavaScript,Prefect,5
Looker,Prefect,5
Azure,Prefect,5
Dagster,Data Modeling,5
Dagster,Spark,5
Polars,Python,5
Polars,SQL,5
Swift,System Design,5
Ansible,NumPy,5
Grafana,Pandas,5
Data Pipeline,MATLAB,5
Statistical Analysis,Workday,5
SAP,jQuery,5
CISSP,Statistical Analysis,5
Kubernetes,User Research,5
Hadoop,ServiceNow,5
NetSuite,Tableau,5
Docker,Svelte,5
Angular,NLP,5
NLP,Spring,5
LangChain,Spark,5
REST API,SOC 2,5
Data Analysis,Hugging Face,5
MongoDB,SOC 2,5
Node.js,SOC 2,5
Penetration Testing,PostgreSQL,5
Next.js,Swift,5
Data Warehousing,Prometheus,5
Databricks,FastAPI,5
FastAPI,Power BI,5
Flask,SSIS,5
Google Analytics,MongoDB,5
JavaScript,SOC 2,5
Data Observability,Snowflake,5
Angular,Informatica,5
BigQuery,C++,5
REST API,SIEM,5
Linear,SageMaker,5
Prometheus,Redshift,5
Docker,scikit-learn,5
NLP,XML,5
Cybersecurity,User Research,5
Risk Management,User Research,5
Elasticsearch,Firebase,5
Airflow,Kanban,5
Deep Learning,DynamoDB,5
DynamoDB,Next.js,5
FastAPI,GraphQL,5
OWASP,Spring Boot,5
Power BI,Workflow Automation,5
Java,XGBoost,5
AWS,scikit-learn,5
Jira,Linear,5
C++,FastAPI,5
FastAPI,Java,5
Data Governance,TypeScript,5
Helm,NoSQL,5
MongoDB,Stakeholder Mgmt,5
ArgoCD,MySQL,5
Prompt Engineering,SQL,5
C,NumPy,5
React,Segment,5
.NET,Flink,5
NLP,Redis,5
A/B Testing,TensorFlow,5
Jupyter,Statistical Analysis,5
Data Governance,Penetration Testing,5
MySQL,Workday,5
ETL,Grafana,5
Grafana,Snowflake,5
Azure,scikit-learn,5
Dagster,MongoDB,5
Dagster,MySQL,5
Flink,Jupyter,5
Agile / Scrum,Dagster,5
Google Analytics,TypeScript,5
Distributed Systems,Jupyter,5
C,Helm,5
GraphQL,jQuery,5
Data Warehousing,Incident Response,5
Incident Response,Jupyter,5
DevOps,NetSuite,5
Kanban,Workday,5
Go,User Research,5
C++,Dagster,5
Cassandra,Dagster,5
Dagster,Data Visualization,5
Docker,Workday,5
MuleSoft,Windows,5
Firebase,Redis,5
Penetration Testing,Stakeholder Mgmt,5
Fine-tuning,R,5
A/B Testing,Linux,5
R,XGBoost,5
Cybersecurity,Jupyter,5
Cybersecurity,SAS,5
Informatica,SageMaker,5
Hugging Face,SQL,5
A/B Testing,Amplitude,5
Firebase,Ruby,5
React,Statistical Analysis,5
TensorFlow,Vector Databases,5
C#,SageMaker,5
Dagster,DynamoDB,5
Active Directory,Redshift,5
Active Directory,Snowflake,5
Linux,dbt,5
Linear,Unix,5
Prototyping,Redshift,5
Data Visualization,scikit-learn,5
Angular,Jupyter,5
ArgoCD,Confluence,5
Cybersecurity,Figma,5
Power BI,Spring,5
LLMs / GenAI,Windows,5
Pandas,Ruby,5
FastAPI,GitLab,5
Databricks,XML,5
Data Analysis,Prefect,5
CISSP,Software Architecture,5
Looker,Ruby,5
Linear,PostgreSQL,5
Snowflake,Superset,5
Grafana,Pulumi,5
MongoDB,SAP,5
Next.js,PHP,5
Stakeholder Mgmt,TypeScript,5
AWS,Microsoft Fabric,5
Elasticsearch,FastAPI,5
Kubernetes,Svelte,5
Dynamics 365,Machine Learning,5
Ruby,SAP,5
Flink,MLflow,5
Figma,XML,5
Bash,Zero Trust,5
Linear,Node.js,5
NetSuite,SAP,5
NetSuite,XML,5
Microservices,SSIS,5
Datadog,Power BI,5
Datadog,Tableau,5
Penetration Testing,SAP,5
Hive,MLflow,5
Penetration Testing,Spring,5
Rust,Spring Boot,5
Firebase,Tableau,5
MuleSoft,System Design,5
MATLAB,Node.js,5
ETL,PHP,5
LangChain,Prompt Engineering,5
Active Directory,Software Architecture,5
Big Data,XGBoost,5
Risk Management,XGBoost,5
Informatica,jQuery,5
FastAPI,Snowflake,5
Angular,Workday,5
A/B Testing,GitHub,5
LLMs / GenAI,scikit-learn,5
Machine Learning,MuleSoft,5
ArgoCD,Node.js,5
ArgoCD,CSS,5
MLflow,Terraform,5
Active Directory,Data Warehousing,5
Data Modeling,Data Observability,5
Cybersecurity,Spring Boot,5
Node.js,SAP,5
MuleSoft,TypeScript,5
AWS Security,Kubernetes,5
Hadoop,Microsoft Fabric,5
Flask,Redshift,5
NumPy,dbt,5
Pandas,PowerShell,5
Prototyping,ServiceNow,5
Redshift,System Design,5
Kotlin,Power BI,5
Kotlin,R,5
Ansible,PyTorch,5
Ansible,TensorFlow,5
Power BI,Superset,5
Big Data,ServiceNow,5
Elasticsearch,Statistical Analysis,5
Data Governance,Datadog,5
Amplitude,R,5
Agile / Scrum,Vector Databases,5
DevOps,Google Analytics,5
AWS,Superset,5
Bash,Excel,5
Deep Learning,Vector Databases,5
Apache Iceberg,Data Analysis,5
Apache Iceberg,Data Visualization,5
Machine Learning,Trino,5
Microservices,dbt,5
Kanban,Looker,5
Django,Flink,5
Spark,Trino,5
DynamoDB,ServiceNow,5
Cybersecurity,SageMaker,5
Distributed Systems,NumPy,5
Cassandra,NumPy,5
Angular,SAP,5
Kafka,SOC 2,5
Grafana,System Design,5
Django,Unix,5
Jenkins,dbt,5
Jupyter,dbt,5
Google Analytics,Kotlin,5
ClickHouse,React,5
Django,Salesforce,5
Salesforce,Spring Boot,5
Deep Learning,FastAPI,5
Deep Learning,TypeScript,5
Confluence,OWASP,5
Incident Response,Unit Testing,5
Mixpanel,SQL,5
Agile / Scrum,LangChain,5
HTML,Helm,5
R,Workday,5
NLP,Rust,5
SSIS,Stakeholder Mgmt,5
Airflow,Jupyter,5
Jira,Zero Trust,5
Kubernetes,SOC 2,5
Data Modeling,Kotlin,5
Hive,SSIS,5
Airflow,HTML,5
GraphQL,R,5
JSON,Workday,5
TypeScript,VMware,5
FastAPI,Jira,5
FastAPI,Kanban,5
Datadog,Flink,5
GitLab,SAP,5
Helm,Spring,5
PowerShell,Spring Boot,5
LangChain,Microservices,5
Microservices,Svelte,5
MATLAB,TypeScript,5
OWASP,XML,5
Excel,Spring,5
Airflow,SAS,5
Azure,Firebase,5
CISSP,Elasticsearch,5
.NET,Figma,5
Fine-tuning,SQL,5
ETL,Software Architecture,5
MySQL,dbt,5
Cassandra,dbt,5
Machine Learning,SIEM,5
ClickHouse,Scala,5
Bash,Burp Suite,5
Cybersecurity,Swift,5
JSON,LLMs / GenAI,5
Scala,Vue,5
Django,System Design,5
Data Warehousing,Dynamics 365,5
MCP,VMware,5
Go,Zero Trust,5
Penetration Testing,Rust,5
Google Analytics,Linux,5
ClickHouse,Snowflake,5
Databricks,Grafana,5
CI/CD,ClickHouse,5
User Research,jQuery,5
GCP,MuleSoft,5
GraphQL,Hive,5
Figma,Terraform,5
NetSuite,PHP,5
Ruby,Snowflake,5
MuleSoft,Risk Management,5
Incident Response,XML,5
Segment,Tableau,5
Google Analytics,Oracle,5
Dagster,TensorFlow,5
Pandas,Splunk,5
Penetration Testing,TensorFlow,5
Ansible,Jupyter,5
A/B Testing,XML,5
BigQuery,Unit Testing,5
PHP,SAP,5
