job_family,skill_name,demand_count,demand_pct
product,MuleSoft,11,0.22
product,Informatica,9,0.18
product,Splunk,9,0.18
product,SSIS,8,0.16
product,PowerShell,8,0.16
product,Spring Boot,8,0.16
product,BigQuery,8,0.16
product,Incident Response,8,0.16
product,Terraform,7,0.14
product,Scala,7,0.14
product,Deep Learning,7,0.14
product,DynamoDB,7,0.14
product,Rust,7,0.14
product,Workflow Automation,7,0.14
product,jQuery,6,0.12
product,Linear,6,0.12
product,Airflow,6,0.12
product,Cassandra,6,0.12
product,VMware,6,0.12
product,Amplitude,6,0.12
product,C,5,0.1
product,Segment,5,0.1
product,Zero Trust,5,0.1
product,Ruby,5,0.1
product,Redis,4,0.08
product,Ansible,4,0.08
product,Flink,4,0.08
product,Apache Iceberg,4,0.08
product,Data Observability,3,0.06
product,Elasticsearch,3,0.06
product,TypeScript,3,0.06
product,Django,3,0.06
product,GraphQL,3,0.06
product,Spring,2,0.04
product,Vue,2,0.04
product,Bash,2,0.04
product,dbt,2,0.04
product,Penetration Testing,2,0.04
product,Metabase,2,0.04
product,Flask,2,0.04
product,SIEM,2,0.04
product,Mixpanel,2,0.04
product,Prometheus,2,0.04
product,Grafana,2,0.04
product,Prompt Engineering,2,0.04
product,Datadog,2,0.04
product,Kotlin,1,0.02
product,Firewalls,1,0.02
product,TensorFlow,1,0.02
product,PyTorch,1,0.02
product,LangChain,1,0.02
product,SageMaker,1,0.02
product,SOC 2,1,0.02
product,AWS Security,1,0.02
product,NumPy,1,0.02
product,Jupyter,1,0.02
qa,Python,581,34.79
qa,Agile / Scrum,471,28.2
qa,Java,355,21.26
qa,Data Analysis,341,20.42
qa,SQL,284,17.01
qa,Jira,270,16.17
qa,CI/CD,227,13.59
qa,C++,187,11.2
qa,MATLAB,158,9.46
qa,Jenkins,156,9.34
qa,DevOps,154,9.22
qa,Git,151,9.04
qa,Linux,150,8.98
qa,JavaScript,136,8.14
qa,C#,130,7.78
qa,Windows,124,7.43
qa,Azure,121,7.25
qa,Confluence,117,7.01
qa,Unit Testing,112,6.71
qa,Risk Management,90,5.39
qa,REST API,90,5.39
qa,AWS,87,5.21
qa,Excel,79,4.73
qa,GitHub,57,3.41
qa,Statistical Analysis,56,3.35
qa,C,54,3.23
qa,Docker,49,2.93
qa,Unix,47,2.81
qa,GitLab,45,2.69
qa,Cybersecurity,45,2.69
qa,XML,44,2.63
qa,Microservices,41,2.46
qa,HTML,41,2.46
qa,System Design,37,2.22
qa,.NET,35,2.1
qa,Angular,33,1.98
qa,TypeScript,30,1.8
qa,Kanban,30,1.8
qa,Oracle,30,1.8
qa,JSON,29,1.74
qa,NoSQL,29,1.74
qa,Bash,28,1.68
qa,Ruby,26,1.56
qa,Machine Learning,25,1.5
qa,Splunk,24,1.44
qa,CSS,24,1.44
qa,Prototyping,24,1.44
qa,Node.js,23,1.38
qa,SAP,23,1.38
qa,React,22,1.32
qa,VMware,21,1.26
qa,Kubernetes,21,1.26
qa,MySQL,20,1.2
qa,PostgreSQL,20,1.2
qa,Snowflake,18,1.08
qa,Salesforce,17,1.02
qa,Software Architecture,16,0.96
qa,MongoDB,16,0.96
qa,Power BI,15,0.9
qa,GCP,14,0.84
qa,Stakeholder Mgmt,13,0.78
qa,Kafka,13,0.78
qa,Swift,13,0.78
qa,ETL,12,0.72
qa,Spring,12,0.72
qa,ServiceNow,12,0.72
qa,Penetration Testing,12,0.72
qa,Spark,10,0.6
qa,Go,10,0.6
qa,Firewalls,9,0.54
qa,Spring Boot,9,0.54
qa,Tableau,9,0.54
qa,Data Visualization,9,0.54
qa,Big Data,9,0.54
qa,Distributed Systems,8,0.48
qa,PowerShell,8,0.48
qa,Data Governance,7,0.42
qa,Data Warehousing,7,0.42
qa,MuleSoft,7,0.42
qa,Ansible,6,0.36
qa,GraphQL,6,0.36
qa,Redshift,6,0.36
qa,PHP,5,0.3
qa,R,5,0.3
qa,Hadoop,5,0.3
qa,jQuery,5,0.3
qa,Data Modeling,5,0.3
qa,Kotlin,5,0.3
qa,Grafana,4,0.24
qa,Dynamics 365,4,0.24
qa,Cassandra,4,0.24
qa,Django,4,0.24
qa,NumPy,4,0.24
qa,Redis,4,0.24
qa,Linear,4,0.24
qa,Databricks,4,0.24
qa,SSIS,3,0.18
qa,SAS,3,0.18
qa,Datadog,3,0.18
qa,Figma,3,0.18
qa,Elasticsearch,3,0.18
qa,Scala,3,0.18
qa,DynamoDB,3,0.18
qa,Informatica,2,0.12
qa,Alteryx,2,0.12
qa,Flask,2,0.12
qa,Segment,2,0.12
qa,Terraform,2,0.12
qa,Rust,2,0.12
qa,Active Directory,2,0.12
qa,A/B Testing,2,0.12
qa,Next.js,2,0.12
qa,Vue,1,0.06
qa,Hive,1,0.06
qa,Flink,1,0.06
qa,Firebase,1,0.06
qa,Data Pipeline,1,0.06
qa,Jupyter,1,0.06
qa,Pandas,1,0.06
qa,dbt,1,0.06
qa,Zero Trust,1,0.06
qa,OWASP,1,0.06
qa,Looker,1,0.06
qa,Airflow,1,0.06
qa,NetSuite,1,0.06
qa,Prometheus,1,0.06
qa,Workday,1,0.06
qa,Amplitude,1,0.06
qa,ArgoCD,1,0.06
qa,CISSP,1,0.06
security,Cybersecurity,2678,64.25
security,CISSP,1230,29.51
security,Incident Response,1101,26.42
security,Risk Management,1007,24.16
security,Windows,721,17.3
security,Azure,690,16.55
security,Python,634,15.21
security,Penetration Testing,564,13.53
security,SIEM,486,11.66
security,AWS,479,11.49
security,Firewalls,477,11.44
security,Linux,439,10.53
security,Splunk,373,8.95
security,Data Analysis,369,8.85
security,Agile / Scrum,284,6.81
security,GCP,249,5.97
security,PowerShell,243,5.83
security,Active Directory,242,5.81
security,DevOps,197,4.73
security,SQL,157,3.77
security,Java,149,3.57
security,VMware,148,3.55
security,C++,142,3.41
security,Kubernetes,124,2.98
security,Unix,118,2.83
security,AWS Security,110,2.64
security,Jira,99,2.38
security,Bash,95,2.28
security,Machine Learning,94,2.26
security,JavaScript,94,2.26
security,Docker,88,2.11
security,Ansible,88,2.11
security,OWASP,84,2.02
security,CI/CD,81,1.94
security,Excel,81,1.94
security,ServiceNow,79,1.9
security,Zero Trust,79,1.9
security,Git,78,1.87
security,C,78,1.87
security,System Design,71,1.7
security,Stakeholder Mgmt,65,1.56
security,Terraform,62,1.49
security,Go,61,1.46
security,Jenkins,50,1.2
security,Confluence,48,1.15
security,HTML,40,0.96
security,LLMs / GenAI,38,0.91
security,Big Data,37,0.89
security,Burp Suite,37,0.89
security,C#,36,0.86
security,NoSQL,33,0.79
security,Salesforce,32,0.77
security,Microservices,31,0.74
security,Oracle,31,0.74
security,REST API,29,0.7
security,Power BI,29,0.7
security,Data Visualization,28,0.67
security,Ruby,27,0.65
security,SOC 2,26,0.62
security,Tableau,25,0.6
security,Rust,24,0.58
security,CSS,23,0.55
security,.NET,21,0.5
security,SAP,20,0.48
security,Kanban,19,0.46
security,TypeScript,19,0.46
security,Data Governance,18,0.43
security,GitHub,17,0.41
security,Dynamics 365,16,0.38
security,Prototyping,15,0.36
security,Workday,15,0.36
security,GitLab,14,0.34
security,MATLAB,13,0.31
security,MySQL,13,0.31
security,R,13,0.31
security,Node.js,12,0.29
security,Distributed Systems,12,0.29
security,React,11,0.26
security,PHP,11,0.26
security,Software Architecture,10,0.24
security,Spark,10,0.24
security,Elasticsearch,10,0.24
security,Statistical Analysis,10,0.24
security,Hadoop,8,0.19
security,Jupyter,8,0.19
security,PostgreSQL,7,0.17
security,Kafka,7,0.17
security,XML,7,0.17
security,Data Modeling,6,0.14
security,Spring,6,0.14
security,Deep Learning,6,0.14
security,Angular,6,0.14
security,PyTorch,6,0.14
security,JSON,5,0.12
security,Data Warehousing,5,0.12
security,Unit Testing,5,0.12
security,NLP,5,0.12
security,TensorFlow,5,0.12
security,Pandas,5,0.12
security,Prometheus,4,0.1
security,Grafana,4,0.1
security,MongoDB,4,0.1
security,Databricks,4,0.1
security,Datadog,4,0.1
security,Snowflake,4,0.1
security,Linear,3,0.07
security,Scala,3,0.07
security,Hive,3,0.07
security,ETL,3,0.07
security,Workflow Automation,3,0.07
security,Spring Boot,3,0.07
security,NumPy,3,0.07
security,Alteryx,2,0.05
security,Cassandra,2,0.05
security,Data Pipeline,2,0.05
security,BigQuery,2,0.05
security,SSIS,2,0.05
security,Redshift,2,0.05
security,Redis,2,0.05
security,DynamoDB,2,0.05
security,SageMaker,1,0.02
security,User Research,1,0.02
security,SAS,1,0.02
security,Flink,1,0.02
security,ArgoCD,1,0.02
security,Helm,1,0.02
security,jQuery,1,0.02
security,Airflow,1,0.02
security,FastAPI,1,0.02
security,Swift,1,0.02
security,Kotlin,1,0.02
security,Apache Iceberg,1,0.02
