role,skill_name,jobs,share_pct
2nd line service desk engineer,Windows,5,45.5
2nd line service desk engineer,Azure,5,45.5
2nd line service desk engineer,Active Directory,2,18.2
2nd line service desk engineer,Firewalls,2,18.2
2nd line service desk engineer,VMware,1,9.1
5g software engineer,Linux,11,100.0
6k8ci3 systems engineer,SQL,2,20.0
6k8ci3 systems engineer,Oracle,2,20.0
6k8ci3 systems engineer,System Design,2,20.0
6k8ci3 systems engineer,MySQL,1,10.0
6k8ci3 systems engineer,Excel,1,10.0
6k8ci3 systems engineer,Jira,1,10.0
6k8ci3 systems engineer,Jenkins,1,10.0
6k8ci3 systems engineer,Git,1,10.0
6k8ci3 systems engineer,DevOps,1,10.0
6k8ci3 systems engineer,HTML,1,10.0
6k8ci3 systems engineer,Tableau,1,10.0
6k8ci3 systems engineer,jQuery,1,10.0
6k8ci3 systems engineer,CI/CD,1,10.0
6k8ci3 systems engineer,CSS,1,10.0
6k8ci3 systems engineer,Azure,1,10.0
account executive,Cybersecurity,3,13.0
account executive,Machine Learning,1,4.3
account executive,Risk Management,1,4.3
account executive,SAP,1,4.3
account executive,Segment,1,4.3
account executive,Excel,1,4.3
actimize developer,SQL,14,73.7
actimize developer,Oracle,14,73.7
actimize developer,Unix,10,52.6
actimize developer,Java,8,42.1
actimize developer,Jira,7,36.8
actimize developer,Linux,7,36.8
actimize developer,Windows,6,31.6
actimize developer,ETL,5,26.3
actimize developer,.NET,5,26.3
actimize developer,Informatica,3,15.8
actimize developer,XML,1,5.3
actimize developer,JSON,1,5.3
actimize developer,CSS,1,5.3
actimize developer,HTML,1,5.3
active directory security engineer,AWS,16,100.0
active directory security engineer,Active Directory,16,100.0
active directory security engineer,Azure,16,100.0
active directory security engineer,Excel,1,6.2
adaptive threat replication engineer,Penetration Testing,10,100.0
adaptive threat replication engineer,Burp Suite,9,90.0
advanced software engineer,Software Architecture,4,36.4
advanced software engineer,Kubernetes,3,27.3
advanced software engineer,Jenkins,3,27.3
advanced software engineer,CI/CD,3,27.3
advanced software engineer,Docker,3,27.3
advanced software engineer,GitLab,3,27.3
advanced software engineer,AWS,3,27.3
advanced software engineer,Terraform,3,27.3
advanced software engineer,Ansible,3,27.3
advanced software engineer,C++,3,27.3
advanced software engineer,SQL,1,9.1
advanced software engineer,Linux,1,9.1
advanced software engineer,Windows,1,9.1
advanced systems engineer,System Design,5,45.5
advanced systems engineer,Oracle,2,18.2
advanced systems engineer,Risk Management,1,9.1
advanced systems engineer,Python,1,9.1
advanced systems engineer,MATLAB,1,9.1
aem developer,Java,15,71.4
aem developer,JavaScript,10,47.6
aem developer,HTML,9,42.9
aem developer,CSS,8,38.1
aem developer,XML,5,23.8
aem developer,React,5,23.8
aem developer,DevOps,5,23.8
aem developer,JSON,4,19.0
aem developer,Spring,3,14.3
aem developer,Angular,3,14.3
aem developer,Jenkins,3,14.3
aem developer,jQuery,3,14.3
aem developer,AWS,2,9.5
aem developer,REST API,2,9.5
aem developer,Unit Testing,2,9.5
aerospace systems engineer,Prototyping,3,16.7
aerospace systems engineer,Excel,3,16.7
aerospace systems engineer,Unix,1,5.6
aerospace systems engineer,Linux,1,5.6
agile business analyst,Jira,3,23.1
agile business analyst,DevOps,1,7.7
agile business analyst,Excel,1,7.7
agile business analyst,Data Analysis,1,7.7
ai engineer,Machine Learning,14,60.9
ai engineer,Deep Learning,6,26.1
ai engineer,Python,6,26.1
ai engineer,C++,5,21.7
ai engineer,AWS,5,21.7
ai engineer,Azure,4,17.4
ai engineer,TensorFlow,3,13.0
ai engineer,PyTorch,2,8.7
ai engineer,NLP,2,8.7
ai engineer,Prototyping,1,4.3
ai engineer,SageMaker,1,4.3
ai engineer,Hugging Face,1,4.3
ai engineer,SQL,1,4.3
ai engineer,NoSQL,1,4.3
ai engineer,.NET,1,4.3
ai research scientist,Machine Learning,10,66.7
ai research scientist,Big Data,5,33.3
ai research scientist,Data Analysis,4,26.7
ai research scientist,Deep Learning,3,20.0
ai research scientist,NLP,3,20.0
ai research scientist,Fine-tuning,2,13.3
ai research scientist,AI Agents,2,13.3
ai research scientist,PyTorch,1,6.7
ai research scientist,C++,1,6.7
ai research scientist,Python,1,6.7
analytics engineer,Machine Learning,5,20.8
analytics engineer,SQL,5,20.8
analytics engineer,Python,4,16.7
analytics engineer,Data Pipeline,3,12.5
analytics engineer,ETL,3,12.5
analytics engineer,Microsoft Fabric,3,12.5
analytics engineer,Dynamics 365,3,12.5
analytics engineer,Azure,3,12.5
analytics engineer,Tableau,3,12.5
analytics engineer,Google Analytics,2,8.3
analytics engineer,dbt,2,8.3
analytics engineer,Snowflake,2,8.3
analytics engineer,Data Visualization,2,8.3
analytics engineer,Data Modeling,2,8.3
analytics engineer,Excel,1,4.2
android developer,Kotlin,56,81.2
android developer,Java,40,58.0
android developer,Git,26,37.7
android developer,JSON,10,14.5
android developer,Jira,8,11.6
android developer,Unit Testing,7,10.1
android developer,Agile / Scrum,6,8.7
android developer,Jenkins,5,7.2
android developer,Confluence,5,7.2
android developer,CI/CD,4,5.8
android developer,SQL,4,5.8
android developer,C++,4,5.8
android developer,JavaScript,4,5.8
android developer,Python,3,4.3
android developer,DevOps,3,4.3
angular developer,Angular,38,100.0
angular developer,TypeScript,21,55.3
angular developer,CSS,18,47.4
angular developer,JavaScript,18,47.4
angular developer,HTML,15,39.5
angular developer,Git,13,34.2
angular developer,SQL,13,34.2
angular developer,Java,11,28.9
angular developer,React,6,15.8
angular developer,Node.js,6,15.8
angular developer,JSON,6,15.8
angular developer,DevOps,5,13.2
angular developer,AWS,5,13.2
angular developer,Oracle,5,13.2
angular developer,XML,4,10.5
antenna test engineer,Data Analysis,4,30.8
api developer,Microservices,6,60.0
api developer,AWS,5,50.0
api developer,Kafka,4,40.0
api developer,Git,4,40.0
api developer,Kubernetes,3,30.0
api developer,NoSQL,3,30.0
api developer,Jenkins,3,30.0
api developer,CI/CD,3,30.0
api developer,Docker,3,30.0
api developer,Splunk,3,30.0
api developer,GitHub,3,30.0
api developer,SQL,2,20.0
api developer,Unit Testing,2,20.0
api developer,Agile / Scrum,2,20.0
api developer,Azure,2,20.0
appian developer,Java,8,34.8
appian developer,SQL,7,30.4
appian developer,JavaScript,4,17.4
appian developer,Spring,3,13.0
appian developer,DevOps,3,13.0
appian developer,Data Modeling,3,13.0
appian developer,AWS,2,8.7
appian developer,React,2,8.7
appian developer,Angular,2,8.7
appian developer,Oracle,2,8.7
appian developer,Jira,1,4.3
appian developer,Unit Testing,1,4.3
appian developer,Microservices,1,4.3
appian developer,.NET,1,4.3
appian developer,Hadoop,1,4.3
application developer,SQL,68,43.6
application developer,.NET,54,34.6
application developer,JavaScript,39,25.0
application developer,HTML,32,20.5
application developer,AWS,29,18.6
application developer,Java,29,18.6
application developer,React,28,17.9
application developer,CSS,27,17.3
application developer,Azure,26,16.7
application developer,XML,24,15.4
application developer,Angular,22,14.1
application developer,Unit Testing,20,12.8
application developer,DevOps,18,11.5
application developer,Node.js,17,10.9
application developer,jQuery,16,10.3
application engineer,Java,2,5.9
application engineer,Kubernetes,2,5.9
application engineer,React,2,5.9
application engineer,JavaScript,2,5.9
application engineer,System Design,2,5.9
application engineer,Agile / Scrum,2,5.9
application engineer,Angular,2,5.9
application engineer,TypeScript,2,5.9
application engineer,CI/CD,1,2.9
application engineer,Swift,1,2.9
application engineer,Git,1,2.9
application engineer,HTML,1,2.9
application engineer,CSS,1,2.9
application engineer,Kanban,1,2.9
application engineer,MongoDB,1,2.9
application security engineer,Penetration Testing,5,35.7
application security engineer,Cybersecurity,3,21.4
application security engineer,Java,3,21.4
application security engineer,OWASP,3,21.4
application security engineer,Python,3,21.4
application security engineer,CI/CD,2,14.3
application security engineer,JavaScript,2,14.3
application security engineer,Jenkins,2,14.3
application security engineer,Git,2,14.3
application security engineer,PowerShell,2,14.3
application security engineer,Docker,2,14.3
application security engineer,HTML,1,7.1
application security engineer,Incident Response,1,7.1
application security engineer,CSS,1,7.1
application security engineer,AWS,1,7.1
application software engineer,MATLAB,2,18.2
application software engineer,C++,2,18.2
application software engineer,React,1,9.1
application software engineer,Java,1,9.1
application software engineer,.NET,1,9.1
application software engineer,Linux,1,9.1
application software engineer,Git,1,9.1
applications developer,SQL,21,51.2
applications developer,.NET,12,29.3
applications developer,JavaScript,11,26.8
applications developer,Java,10,24.4
applications developer,Azure,8,19.5
applications developer,Angular,8,19.5
applications developer,DevOps,7,17.1
applications developer,HTML,5,12.2
applications developer,Vue,5,12.2
applications developer,Linux,5,12.2
applications developer,CSS,4,9.8
applications developer,TypeScript,4,9.8
applications developer,Microservices,4,9.8
applications developer,React,4,9.8
applications developer,AWS,4,9.8
audit specialist,SQL,1,5.3
audit specialist,Power BI,1,5.3
audit specialist,Python,1,5.3
audit specialist,Excel,1,5.3
authentication services platform engineer,AWS,47,100.0
authentication services platform engineer,Active Directory,47,100.0
authentication services platform engineer,Azure,46,97.9
authentication services platform engineer,Windows,3,6.4
automation engineer,SQL,33,10.9
automation engineer,Python,20,6.6
automation engineer,Java,20,6.6
automation engineer,CI/CD,18,6.0
automation engineer,System Design,14,4.6
automation engineer,Jenkins,13,4.3
automation engineer,Linux,11,3.6
automation engineer,Windows,11,3.6
automation engineer,Git,10,3.3
automation engineer,Excel,10,3.3
automation engineer,PowerShell,9,3.0
automation engineer,Azure,9,3.0
automation engineer,AWS,8,2.6
automation engineer,JavaScript,8,2.6
automation engineer,.NET,8,2.6
automation engineer manager,Excel,1,7.7
automation engineer manager,.NET,1,7.7
automation engineer manager,C++,1,7.7
automation engineer manager,Windows,1,7.7
automation test engineer,SQL,5,33.3
automation test engineer,Java,5,33.3
automation test engineer,Data Analysis,3,20.0
automation test engineer,.NET,3,20.0
automation test engineer,Python,2,13.3
automation test engineer,Agile / Scrum,2,13.3
automation test engineer,Git,2,13.3
automation test engineer,JSON,2,13.3
automation test engineer,XML,2,13.3
automation test engineer,JavaScript,1,6.7
automation test engineer,Salesforce,1,6.7
automation test engineer,Spring,1,6.7
automation test engineer,Windows,1,6.7
automation test engineer,React,1,6.7
automation test engineer,Spring Boot,1,6.7
automation tester,Java,30,44.8
automation tester,Jenkins,12,17.9
automation tester,Jira,11,16.4
automation tester,Python,10,14.9
automation tester,SQL,8,11.9
automation tester,DevOps,7,10.4
automation tester,CI/CD,6,9.0
automation tester,Git,5,7.5
automation tester,Agile / Scrum,5,7.5
automation tester,JavaScript,5,7.5
automation tester,GitHub,4,6.0
automation tester,Confluence,4,6.0
automation tester,Spring,4,6.0
automation tester,Spring Boot,4,6.0
automation tester,Windows,3,4.5
aws cloud engineer,AWS,11,100.0
aws cloud engineer,Terraform,6,54.5
aws cloud engineer,Python,5,45.5
aws cloud engineer,DevOps,5,45.5
aws cloud engineer,Ansible,3,27.3
aws cloud engineer,Jenkins,2,18.2
aws cloud engineer,Redshift,2,18.2
aws cloud engineer,Kubernetes,2,18.2
aws cloud engineer,CI/CD,2,18.2
aws cloud engineer,Docker,2,18.2
aws cloud engineer,Java,2,18.2
aws cloud engineer,Kafka,1,9.1
aws cloud engineer,Airflow,1,9.1
aws cloud engineer,DynamoDB,1,9.1
aws cloud engineer,SQL,1,9.1
aws data engineer,AWS,13,100.0
aws data engineer,Python,12,92.3
aws data engineer,SQL,9,69.2
aws data engineer,Redshift,6,46.2
aws data engineer,ETL,5,38.5
aws data engineer,Spark,4,30.8
aws data engineer,Jenkins,3,23.1
aws data engineer,Data Analysis,3,23.1
aws data engineer,Terraform,3,23.1
aws data engineer,Kubernetes,3,23.1
aws data engineer,Databricks,3,23.1
aws data engineer,Snowflake,3,23.1
aws data engineer,Git,2,15.4
aws data engineer,CI/CD,2,15.4
aws data engineer,Jira,2,15.4
axiom developer,SQL,14,82.4
axiom developer,Oracle,9,52.9
axiom developer,Tableau,8,47.1
axiom developer,Data Modeling,8,47.1
axiom developer,Data Analysis,6,35.3
axiom developer,Python,6,35.3
axiom developer,Unix,5,29.4
axiom developer,ETL,2,11.8
axiom developer,Linux,1,5.9
axiom developer,Power BI,1,5.9
azure cloud engineer,Azure,20,100.0
azure cloud engineer,PowerShell,6,30.0
azure cloud engineer,Terraform,5,25.0
azure cloud engineer,Windows,5,25.0
azure cloud engineer,DevOps,5,25.0
azure cloud engineer,Active Directory,4,20.0
azure cloud engineer,VMware,3,15.0
azure cloud engineer,Kubernetes,3,15.0
azure cloud engineer,AWS,2,10.0
azure cloud engineer,.NET,2,10.0
azure cloud engineer,Big Data,2,10.0
azure cloud engineer,Bash,2,10.0
azure cloud engineer,Python,2,10.0
azure cloud engineer,Java,2,10.0
azure cloud engineer,Jenkins,2,10.0
azure data architect,Azure,11,91.7
azure data architect,Databricks,7,58.3
azure data architect,SQL,6,50.0
azure data architect,DevOps,4,33.3
azure data architect,Data Warehousing,4,33.3
azure data architect,Spark,4,33.3
azure data architect,Python,4,33.3
azure data architect,Data Governance,3,25.0
azure data architect,Data Modeling,3,25.0
azure data architect,CI/CD,3,25.0
azure data architect,ETL,3,25.0
azure data architect,Machine Learning,2,16.7
azure data architect,PowerShell,2,16.7
azure data architect,AWS,2,16.7
azure data architect,GCP,2,16.7
azure data engineer,Azure,21,100.0
azure data engineer,SQL,14,66.7
azure data engineer,Databricks,11,52.4
azure data engineer,ETL,7,33.3
azure data engineer,DevOps,6,28.6
azure data engineer,Power BI,6,28.6
azure data engineer,Python,6,28.6
azure data engineer,Data Modeling,4,19.0
azure data engineer,Spark,4,19.0
azure data engineer,Data Warehousing,4,19.0
azure data engineer,CI/CD,4,19.0
azure data engineer,PowerShell,3,14.3
azure data engineer,Kafka,3,14.3
azure data engineer,Data Pipeline,3,14.3
azure data engineer,Git,2,9.5
azure devops engineer,DevOps,10,100.0
azure devops engineer,Azure,10,100.0
azure devops engineer,CI/CD,7,70.0
azure devops engineer,Terraform,7,70.0
azure devops engineer,Kubernetes,5,50.0
azure devops engineer,Git,3,30.0
azure devops engineer,PowerShell,3,30.0
azure devops engineer,Jenkins,3,30.0
azure devops engineer,Python,3,30.0
azure devops engineer,Docker,2,20.0
azure devops engineer,Java,2,20.0
azure devops engineer,Bash,1,10.0
azure devops engineer,Helm,1,10.0
azure devops engineer,Microservices,1,10.0
azure devops engineer,GitLab,1,10.0
backend and cloud engineer,Machine Learning,15,100.0
backend developer,Java,26,37.7
backend developer,AWS,22,31.9
backend developer,Microservices,14,20.3
backend developer,Python,14,20.3
backend developer,Git,13,18.8
backend developer,CI/CD,12,17.4
backend developer,Spring,12,17.4
backend developer,Risk Management,11,15.9
backend developer,Node.js,10,14.5
backend developer,SQL,9,13.0
backend developer,Docker,9,13.0
backend developer,Spring Boot,9,13.0
backend developer,DevOps,8,11.6
backend developer,TypeScript,8,11.6
backend developer,React,8,11.6
backend engineer,AWS,229,40.0
backend engineer,Java,192,33.5
backend engineer,Node.js,187,32.6
backend engineer,Microservices,181,31.6
backend engineer,Kubernetes,179,31.2
backend engineer,Redis,174,30.4
backend engineer,Kafka,167,29.1
backend engineer,Python,153,26.7
backend engineer,MySQL,143,25.0
backend engineer,Distributed Systems,118,20.6
backend engineer,React,102,17.8
backend engineer,NoSQL,99,17.3
backend engineer,TypeScript,98,17.1
backend engineer,SQL,98,17.1
backend engineer,Docker,97,16.9
backend software engineer,AWS,28,49.1
backend software engineer,Java,28,49.1
backend software engineer,Python,26,45.6
backend software engineer,Data Analysis,10,17.5
backend software engineer,Spring,9,15.8
backend software engineer,Kubernetes,8,14.0
backend software engineer,SQL,8,14.0
backend software engineer,Spring Boot,7,12.3
backend software engineer,Machine Learning,7,12.3
backend software engineer,NoSQL,7,12.3
backend software engineer,Distributed Systems,7,12.3
backend software engineer,Microservices,7,12.3
backend software engineer,Node.js,6,10.5
backend software engineer,TypeScript,5,8.8
backend software engineer,C++,5,8.8
battery test engineer,System Design,1,10.0
battery test engineer,HTML,1,10.0
battery test engineer,Data Analysis,1,10.0
battery test engineer,MATLAB,1,10.0
bi analyst,SQL,20,39.2
bi analyst,Data Analysis,16,31.4
bi analyst,Power BI,11,21.6
bi analyst,Excel,9,17.6
bi analyst,Python,7,13.7
bi analyst,Data Visualization,7,13.7
bi analyst,Tableau,7,13.7
bi analyst,Statistical Analysis,5,9.8
bi analyst,Snowflake,4,7.8
bi analyst,SAS,4,7.8
bi analyst,Looker,4,7.8
bi analyst,ETL,3,5.9
bi analyst,AWS,3,5.9
bi analyst,SAP,3,5.9
bi analyst,Data Governance,2,3.9
bi developer,SQL,47,64.4
bi developer,ETL,30,41.1
bi developer,Power BI,28,38.4
bi developer,Azure,17,23.3
bi developer,Tableau,12,16.4
bi developer,Data Warehousing,11,15.1
bi developer,SSIS,11,15.1
bi developer,Python,11,15.1
bi developer,Data Modeling,9,12.3
bi developer,Data Analysis,9,12.3
bi developer,Oracle,9,12.3
bi developer,AWS,8,11.0
bi developer,Data Visualization,7,9.6
bi developer,Spark,7,9.6
bi developer,Snowflake,5,6.8
big data engineer,Big Data,15,93.8
big data engineer,Spark,13,81.2
big data engineer,SQL,10,62.5
big data engineer,Hadoop,9,56.2
big data engineer,Java,9,56.2
big data engineer,Python,9,56.2
big data engineer,Hive,6,37.5
big data engineer,AWS,6,37.5
big data engineer,NoSQL,5,31.2
big data engineer,Kafka,5,31.2
big data engineer,Scala,5,31.2
big data engineer,Unix,4,25.0
big data engineer,Airflow,4,25.0
big data engineer,GCP,3,18.8
big data engineer,Azure,3,18.8
business analyst,Excel,314,13.4
business analyst,SQL,269,11.5
business analyst,Data Analysis,240,10.3
business analyst,Jira,157,6.7
business analyst,Power BI,79,3.4
business analyst,Tableau,69,3.0
business analyst,SAP,65,2.8
business analyst,DevOps,63,2.7
business analyst,Risk Management,60,2.6
business analyst,System Design,53,2.3
business analyst,Azure,51,2.2
business analyst,Agile / Scrum,50,2.1
business analyst,Oracle,47,2.0
business analyst,Confluence,44,1.9
business analyst,Salesforce,42,1.8
business data analyst,SQL,38,40.9
business data analyst,Excel,30,32.3
business data analyst,Data Analysis,24,25.8
business data analyst,Tableau,21,22.6
business data analyst,Data Visualization,21,22.6
business data analyst,Python,13,14.0
business data analyst,Power BI,9,9.7
business data analyst,Statistical Analysis,9,9.7
business data analyst,Data Governance,8,8.6
business data analyst,SAP,7,7.5
business data analyst,Machine Learning,7,7.5
business data analyst,Alteryx,5,5.4
business data analyst,Hive,5,5.4
business data analyst,Spark,5,5.4
business data analyst,Splunk,5,5.4
business developer,Excel,3,5.4
business developer,Segment,2,3.6
business developer,Salesforce,1,1.8
business developer,AWS,1,1.8
business developer,Distributed Systems,1,1.8
business intelligence analyst,SQL,71,35.9
business intelligence analyst,Data Analysis,42,21.2
business intelligence analyst,Power BI,39,19.7
business intelligence analyst,Tableau,39,19.7
business intelligence analyst,Data Visualization,36,18.2
business intelligence analyst,Excel,36,18.2
business intelligence analyst,ETL,22,11.1
business intelligence analyst,Python,19,9.6
business intelligence analyst,Data Modeling,17,8.6
business intelligence analyst,Data Warehousing,9,4.5
business intelligence analyst,SAP,9,4.5
business intelligence analyst,Data Governance,9,4.5
business intelligence analyst,Machine Learning,7,3.5
business intelligence analyst,SAS,6,3.0
business intelligence analyst,Azure,6,3.0
business intelligence consultant,SQL,5,50.0
business intelligence consultant,Data Warehousing,5,50.0
business intelligence consultant,Azure,4,40.0
business intelligence consultant,Redshift,4,40.0
business intelligence consultant,Data Modeling,4,40.0
business intelligence consultant,DevOps,4,40.0
business intelligence consultant,Machine Learning,3,30.0
business intelligence consultant,ETL,3,30.0
business intelligence consultant,Hadoop,3,30.0
business intelligence consultant,BigQuery,3,30.0
business intelligence consultant,PyTorch,3,30.0
business intelligence consultant,Snowflake,3,30.0
business intelligence consultant,Data Visualization,3,30.0
business intelligence consultant,AWS,3,30.0
business intelligence consultant,Oracle,3,30.0
business intelligence developer,SQL,60,45.8
business intelligence developer,Tableau,44,33.6
business intelligence developer,Power BI,39,29.8
business intelligence developer,ETL,35,26.7
business intelligence developer,Data Analysis,23,17.6
business intelligence developer,SSIS,20,15.3
business intelligence developer,Data Warehousing,18,13.7
business intelligence developer,Python,16,12.2
business intelligence developer,Excel,15,11.5
business intelligence developer,Data Visualization,14,10.7
business intelligence developer,Data Modeling,13,9.9
business intelligence developer,Azure,10,7.6
business intelligence developer,Data Governance,9,6.9
business intelligence developer,Snowflake,7,5.3
business intelligence developer,Oracle,5,3.8
business intelligence engineer,SQL,10,29.4
business intelligence engineer,Tableau,10,29.4
business intelligence engineer,Data Modeling,7,20.6
business intelligence engineer,ETL,7,20.6
business intelligence engineer,Data Analysis,7,20.6
business intelligence engineer,Data Warehousing,6,17.6
business intelligence engineer,Python,6,17.6
business intelligence engineer,AWS,5,14.7
business intelligence engineer,Snowflake,4,11.8
business intelligence engineer,Power BI,3,8.8
business intelligence engineer,Redshift,3,8.8
business intelligence engineer,Machine Learning,3,8.8
business intelligence engineer,Data Visualization,2,5.9
business intelligence engineer,Azure,2,5.9
business intelligence engineer,SAS,2,5.9
business intelligence manager,Power BI,8,32.0
business intelligence manager,Data Analysis,5,20.0
business intelligence manager,Tableau,5,20.0
business intelligence manager,Machine Learning,5,20.0
business intelligence manager,Big Data,4,16.0
business intelligence manager,Data Visualization,4,16.0
business intelligence manager,Azure,4,16.0
business intelligence manager,SQL,4,16.0
business intelligence manager,Data Warehousing,3,12.0
business intelligence manager,Data Governance,2,8.0
business intelligence manager,ETL,2,8.0
business intelligence manager,Salesforce,2,8.0
business intelligence manager,Excel,1,4.0
business intelligence manager,Data Pipeline,1,4.0
business intelligence manager,MuleSoft,1,4.0
business solutions architect,Oracle,2,16.7
business solutions architect,HTML,1,8.3
c# developer,.NET,11,57.9
c# developer,SQL,10,52.6
c# developer,Azure,9,47.4
c# developer,JavaScript,6,31.6
c# developer,Angular,5,26.3
c# developer,React,4,21.1
c# developer,Git,3,15.8
c# developer,jQuery,3,15.8
c# developer,AWS,2,10.5
c# developer,DevOps,2,10.5
c# developer,Windows,2,10.5
c# developer,REST API,2,10.5
c# developer,HTML,2,10.5
c# developer,CSS,2,10.5
c# developer,Unit Testing,2,10.5
c# net developer,.NET,128,98.5
c# net developer,SQL,124,95.4
c# net developer,Jira,119,91.5
c# net developer,DevOps,118,90.8
c# net developer,Git,118,90.8
c# net developer,AWS,118,90.8
c# net developer,JavaScript,4,3.1
c# net developer,Azure,3,2.3
c# net developer,Windows,3,2.3
c# net developer,XML,2,1.5
c# net developer,REST API,2,1.5
c# net developer,JSON,2,1.5
c# net developer,jQuery,2,1.5
c# net developer,HTML,2,1.5
c# net developer,CSS,2,1.5
c++ developer,C++,31,93.9
c++ developer,Linux,15,45.5
c++ developer,Python,11,33.3
c++ developer,Java,6,18.2
c++ developer,Windows,5,15.2
c++ developer,SQL,4,12.1
c++ developer,Git,4,12.1
c++ developer,Unix,3,9.1
c++ developer,Risk Management,3,9.1
c++ developer,Bash,2,6.1
c++ developer,Fine-tuning,2,6.1
c++ developer,Big Data,2,6.1
c++ developer,CI/CD,2,6.1
c++ developer,Distributed Systems,2,6.1
c++ developer,VMware,1,3.0
c++ software developer,C++,11,100.0
c++ software developer,Python,3,27.3
c++ software developer,Jira,2,18.2
c++ software developer,SQL,2,18.2
c++ software developer,Oracle,2,18.2
c++ software developer,DevOps,1,9.1
c++ software developer,Jenkins,1,9.1
c++ software developer,Git,1,9.1
c++ software developer,CI/CD,1,9.1
c++ software developer,Unix,1,9.1
c++ software developer,XML,1,9.1
c++ software developer,Kanban,1,9.1
c++ software developer,.NET,1,9.1
c++ software developer,Software Architecture,1,9.1
c++ software engineer,C++,42,89.4
c++ software engineer,Linux,19,40.4
c++ software engineer,Python,18,38.3
c++ software engineer,Java,10,21.3
c++ software engineer,Windows,8,17.0
c++ software engineer,SQL,7,14.9
c++ software engineer,Bash,7,14.9
c++ software engineer,Risk Management,6,12.8
c++ software engineer,Data Analysis,6,12.8
c++ software engineer,Git,6,12.8
c++ software engineer,Unix,5,10.6
c++ software engineer,CI/CD,4,8.5
c++ software engineer,System Design,3,6.4
c++ software engineer,Jenkins,3,6.4
c++ software engineer,JavaScript,3,6.4
chief systems engineer,SAS,2,11.1
chief systems engineer,Risk Management,2,11.1
chief systems engineer,C++,2,11.1
chief systems engineer,Segment,2,11.1
chief systems engineer,Machine Learning,1,5.6
classified cybersecurity analyst,Cybersecurity,26,100.0
classified cybersecurity analyst,Prototyping,1,3.8
cloud architect,Azure,33,40.2
cloud architect,AWS,31,37.8
cloud architect,GCP,13,15.9
cloud architect,DevOps,12,14.6
cloud architect,Kubernetes,10,12.2
cloud architect,CI/CD,8,9.8
cloud architect,Software Architecture,7,8.5
cloud architect,Oracle,4,4.9
cloud architect,Java,4,4.9
cloud architect,System Design,4,4.9
cloud architect,Big Data,4,4.9
cloud architect,Data Pipeline,3,3.7
cloud architect,Cybersecurity,3,3.7
cloud architect,PowerShell,3,3.7
cloud architect,Dynamics 365,3,3.7
cloud data engineer,Python,13,65.0
cloud data engineer,Azure,13,65.0
cloud data engineer,ETL,11,55.0
cloud data engineer,AWS,9,45.0
cloud data engineer,Redshift,4,20.0
cloud data engineer,Databricks,4,20.0
cloud data engineer,Spark,3,15.0
cloud data engineer,Terraform,2,10.0
cloud data engineer,GCP,2,10.0
cloud data engineer,SQL,2,10.0
cloud data engineer,Data Visualization,2,10.0
cloud data engineer,Data Modeling,2,10.0
cloud data engineer,Snowflake,2,10.0
cloud data engineer,Java,2,10.0
cloud data engineer,Scala,2,10.0
cloud devops engineer,DevOps,11,100.0
cloud devops engineer,CI/CD,4,36.4
cloud devops engineer,Azure,3,27.3
cloud devops engineer,Jenkins,3,27.3
cloud devops engineer,AWS,3,27.3
cloud devops engineer,Terraform,3,27.3
cloud devops engineer,GCP,2,18.2
cloud devops engineer,Windows,1,9.1
cloud devops engineer,GitLab,1,9.1
cloud devops engineer,Agile / Scrum,1,9.1
cloud devops engineer,Ansible,1,9.1
cloud devops engineer,SQL,1,9.1
cloud devops engineer,PowerShell,1,9.1
cloud devops engineer,Big Data,1,9.1
cloud devops engineer,Distributed Systems,1,9.1
cloud engineer,Azure,67,52.8
cloud engineer,AWS,65,51.2
cloud engineer,DevOps,34,26.8
cloud engineer,Terraform,30,23.6
cloud engineer,Kubernetes,28,22.0
cloud engineer,CI/CD,28,22.0
cloud engineer,Docker,24,18.9
cloud engineer,Python,23,18.1
cloud engineer,GCP,21,16.5
cloud engineer,PowerShell,16,12.6
cloud engineer,Jenkins,14,11.0
cloud engineer,Java,14,11.0
cloud engineer,Linux,14,11.0
cloud engineer,JavaScript,12,9.4
cloud engineer,VMware,11,8.7
cloud infrastructure engineer,Azure,7,43.8
cloud infrastructure engineer,AWS,6,37.5
cloud infrastructure engineer,Kubernetes,3,18.8
cloud infrastructure engineer,Linux,3,18.8
cloud infrastructure engineer,GCP,3,18.8
cloud infrastructure engineer,Docker,2,12.5
cloud infrastructure engineer,VMware,2,12.5
cloud infrastructure engineer,Windows,2,12.5
cloud infrastructure engineer,PowerShell,2,12.5
cloud infrastructure engineer,DevOps,2,12.5
cloud infrastructure engineer,Helm,1,6.2
cloud infrastructure engineer,Dynamics 365,1,6.2
cloud infrastructure engineer,Terraform,1,6.2
cloud infrastructure engineer,Ansible,1,6.2
cloud network engineer,AWS,10,66.7
cloud network engineer,GCP,5,33.3
cloud network engineer,Azure,5,33.3
cloud network engineer,Firewalls,4,26.7
cloud network engineer,JSON,1,6.7
cloud network engineer,Ansible,1,6.7
cloud platform engineer,Azure,31,79.5
cloud platform engineer,AWS,30,76.9
cloud platform engineer,Terraform,29,74.4
cloud platform engineer,Linux,28,71.8
cloud platform engineer,GCP,26,66.7
cloud platform engineer,Windows,25,64.1
cloud platform engineer,Kubernetes,6,15.4
cloud platform engineer,DevOps,6,15.4
