role,skill_name,jobs,share_pct
software engineer,C++,764,12.3
software engineer,HTML,749,12.1
software engineer,CSS,740,11.9
software engineer,Docker,736,11.9
software engineer,NoSQL,735,11.9
software engineer,Azure,637,10.3
software engineer,React,545,8.8
software engineer c#,.NET,9,75.0
software engineer c#,AWS,4,33.3
software engineer c#,SQL,4,33.3
software engineer c#,DevOps,2,16.7
software engineer c#,HTML,2,16.7
software engineer c#,PowerShell,2,16.7
software engineer c#,C++,2,16.7
software engineer c#,Python,2,16.7
software engineer c#,Azure,2,16.7
software engineer c#,Vue,2,16.7
software engineer c#,React,2,16.7
software engineer c#,Angular,2,16.7
software engineer c#,TypeScript,2,16.7
software engineer c#,Software Architecture,1,8.3
software engineer c#,Excel,1,8.3
software engineer embedded/c++/orlando,C++,12,66.7
software engineer embedded/c++/orlando,Machine Learning,6,33.3
software engineer embedded/c++/orlando,GitLab,2,11.1
software engineer embedded/c++/orlando,Agile / Scrum,2,11.1
software engineer embedded/c++/orlando,Linux,1,5.6
software engineer embedded/c++/orlando,Git,1,5.6
software engineer embedded/c++/orlando,Jira,1,5.6
software engineer in test,Python,7,23.3
software engineer in test,Java,7,23.3
software engineer in test,CI/CD,5,16.7
software engineer in test,Data Analysis,4,13.3
software engineer in test,Jira,4,13.3
software engineer in test,AWS,4,13.3
software engineer in test,Cybersecurity,4,13.3
software engineer in test,SQL,4,13.3
software engineer in test,Linux,3,10.0
software engineer in test,Jenkins,3,10.0
software engineer in test,GitHub,2,6.7
software engineer in test,JavaScript,2,6.7
software engineer in test,DevOps,2,6.7
software engineer in test,Spring,1,3.3
software engineer in test,TypeScript,1,3.3
software engineer level,System Design,5,38.5
software engineer level,Jenkins,3,23.1
software engineer level,Git,3,23.1
software engineer level,Linux,3,23.1
software engineer level,CI/CD,2,15.4
software engineer level,Jira,2,15.4
software engineer level,Python,2,15.4
software engineer level,Docker,2,15.4
software engineer level,GitLab,2,15.4
software engineer level,JavaScript,2,15.4
software engineer level,Spring,2,15.4
software engineer level,PostgreSQL,2,15.4
software engineer level,Java,2,15.4
software engineer level,Ansible,2,15.4
software engineer level,AWS,2,15.4
software engineer manager,DevOps,10,9.8
software engineer manager,Microservices,9,8.8
software engineer manager,Distributed Systems,9,8.8
software engineer manager,AWS,8,7.8
software engineer manager,SQL,6,5.9
software engineer manager,C++,6,5.9
software engineer manager,.NET,5,4.9
software engineer manager,JavaScript,5,4.9
software engineer manager,Linux,4,3.9
software engineer manager,Unit Testing,3,2.9
software engineer manager,Windows,3,2.9
software engineer manager,Azure,3,2.9
software engineer manager,Software Architecture,3,2.9
software engineer manager,Python,3,2.9
software engineer manager,Java,3,2.9
software engineer technical,Spring,2,16.7
software engineer technical,React,2,16.7
software engineer technical,Angular,2,16.7
software engineer technical,Java,2,16.7
software engineer technical,CI/CD,2,16.7
software engineer technical,HTML,1,8.3
software engineer technical,CSS,1,8.3
software engineer technical,AWS,1,8.3
software engineer technical,DevOps,1,8.3
software engineer technical,Jenkins,1,8.3
software engineer technical,Excel,1,8.3
software engineer technical,Microservices,1,8.3
software engineer technical,Kafka,1,8.3
software engineer technical,.NET,1,8.3
software engineer technical,Agile / Scrum,1,8.3
software quality assurance analyst,JavaScript,2,16.7
software quality assurance analyst,SQL,2,16.7
software quality assurance analyst,Oracle,2,16.7
software quality assurance analyst,AWS,1,8.3
software quality assurance analyst,GitLab,1,8.3
software quality assurance analyst,Scala,1,8.3
software quality assurance analyst,Cybersecurity,1,8.3
software quality assurance analyst,Jenkins,1,8.3
software quality assurance analyst,Jira,1,8.3
software quality assurance analyst,Microservices,1,8.3
software quality assurance analyst,Java,1,8.3
software quality assurance engineer,Python,5,20.0
software quality assurance engineer,Java,4,16.0
software quality assurance engineer,SQL,4,16.0
software quality assurance engineer,JavaScript,3,12.0
software quality assurance engineer,Microservices,1,4.0
software quality assurance engineer,Oracle,1,4.0
software quality assurance engineer,PowerShell,1,4.0
software quality assurance engineer,CI/CD,1,4.0
software quality assurance engineer,Jenkins,1,4.0
software quality assurance engineer,Rust,1,4.0
software quality assurance engineer,.NET,1,4.0
software quality assurance engineer,Windows,1,4.0
software systems engineer,C++,10,35.7
software systems engineer,Python,8,28.6
software systems engineer,System Design,7,25.0
software systems engineer,SQL,4,14.3
software systems engineer,Unit Testing,4,14.3
software systems engineer,Bash,4,14.3
software systems engineer,Linux,4,14.3
software systems engineer,Unix,4,14.3
software systems engineer,Git,3,10.7
software systems engineer,Windows,3,10.7
software systems engineer,Java,2,7.1
software systems engineer,JavaScript,2,7.1
software systems engineer,PowerShell,2,7.1
software systems engineer,AWS,2,7.1
software systems engineer,XML,2,7.1
software test engineer,Python,18,18.9
software test engineer,Jira,14,14.7
software test engineer,C++,12,12.6
software test engineer,Confluence,11,11.6
software test engineer,Linux,9,9.5
software test engineer,Java,6,6.3
software test engineer,Cybersecurity,5,5.3
software test engineer,SQL,4,4.2
software test engineer,DevOps,4,4.2
software test engineer,Jenkins,4,4.2
software test engineer,XML,3,3.2
software test engineer,GitLab,3,3.2
software test engineer,ETL,2,2.1
software test engineer,Excel,2,2.1
software test engineer,Git,2,2.1
software tester,Jira,3,18.8
software tester,Agile / Scrum,2,12.5
software tester,SAP,1,6.2
software tester,Dynamics 365,1,6.2
software tester,Linux,1,6.2
software tester,Windows,1,6.2
software tester,PowerShell,1,6.2
software tester,Bash,1,6.2
software tester,Unix,1,6.2
software tester,Confluence,1,6.2
software tester,.NET,1,6.2
software tester,SQL,1,6.2
software tester,Spring,1,6.2
software tester,PostgreSQL,1,6.2
software tester,HTML,1,6.2
solutions architect,Azure,42,14.0
solutions architect,AWS,41,13.6
solutions architect,SQL,24,8.0
solutions architect,JavaScript,19,6.3
solutions architect,Java,19,6.3
solutions architect,React,17,5.6
solutions architect,.NET,13,4.3
solutions architect,DevOps,11,3.7
solutions architect,CI/CD,11,3.7
solutions architect,Databricks,10,3.3
solutions architect,Microservices,10,3.3
solutions architect,VMware,10,3.3
solutions architect,Kafka,9,3.0
solutions architect,Python,9,3.0
solutions architect,HTML,9,3.0
solutions architect large venue sound,System Design,3,25.0
special agent cybersecurity/technology background,Cybersecurity,24,100.0
specialist solutions architect,Databricks,25,89.3
specialist solutions architect,Spark,25,89.3
specialist solutions architect,Big Data,19,67.9
specialist solutions architect,Kafka,19,67.9
specialist solutions architect,Data Warehousing,6,21.4
specialist solutions architect,Data Governance,6,21.4
specialist solutions architect,Data Modeling,6,21.4
specialist solutions architect,AWS,3,10.7
specialist solutions architect,LangChain,1,3.6
specialist solutions architect,SAS,1,3.6
specialist solutions architect,Machine Learning,1,3.6
specialist solutions architect,Kubernetes,1,3.6
specialist solutions architect,PyTorch,1,3.6
splunk infrastructure engineer,Splunk,45,100.0
splunk infrastructure engineer,CI/CD,44,97.8
splunk infrastructure engineer,GitLab,44,97.8
splunk infrastructure engineer,Terraform,44,97.8
splunk infrastructure engineer,Python,44,97.8
splunk infrastructure engineer,Linux,1,2.2
splunk infrastructure engineer,Windows,1,2.2
splunk infrastructure engineer,AWS,1,2.2
splunk infrastructure engineer,Ansible,1,2.2
sql database administrator,SQL,26,100.0
sql database administrator,SSIS,12,46.2
sql database administrator,Windows,11,42.3
sql database administrator,Data Modeling,7,26.9
sql database administrator,Azure,7,26.9
sql database administrator,ETL,5,19.2
sql database administrator,Oracle,5,19.2
sql database administrator,Power BI,3,11.5
sql database administrator,VMware,3,11.5
sql database administrator,Active Directory,2,7.7
sql database administrator,Excel,2,7.7
sql database administrator,Jira,2,7.7
sql database administrator,Dynamics 365,1,3.8
sql database administrator,MySQL,1,3.8
sql database administrator,Linux,1,3.8
sql dba,SQL,11,91.7
sql dba,SSIS,3,25.0
sql dba,Azure,3,25.0
sql dba,ETL,2,16.7
sql dba,Power BI,2,16.7
sql dba,Big Data,1,8.3
sql dba,PostgreSQL,1,8.3
sql dba,Git,1,8.3
sql dba,AWS,1,8.3
sql dba,Risk Management,1,8.3
sql dba,PowerShell,1,8.3
sql developer,SQL,25,100.0
sql developer,SSIS,12,48.0
sql developer,ETL,8,32.0
sql developer,Azure,5,20.0
sql developer,Data Modeling,5,20.0
sql developer,Oracle,5,20.0
sql developer,Excel,4,16.0
sql developer,Data Warehousing,3,12.0
sql developer,Power BI,2,8.0
sql developer,HTML,2,8.0
sql developer,.NET,2,8.0
sql developer,Snowflake,2,8.0
sql developer,Windows,2,8.0
sql developer,Fine-tuning,1,4.0
sql developer,Jira,1,4.0
startup founder,DevOps,6,40.0
startup founder,Machine Learning,6,40.0
statistical programmer,SAS,13,81.2
statistical programmer,Statistical Analysis,8,50.0
statistical programmer,SQL,4,25.0
statistical programmer,SAP,3,18.8
statistical programmer,XML,2,12.5
statistical programmer,Data Analysis,2,12.5
statistical programmer,Excel,1,6.2
systems administrator,Windows,339,47.8
systems administrator,Active Directory,184,26.0
systems administrator,VMware,175,24.7
systems administrator,Linux,163,23.0
systems administrator,Azure,103,14.5
systems administrator,Firewalls,82,11.6
systems administrator,SQL,67,9.4
systems administrator,Unix,58,8.2
systems administrator,Cybersecurity,54,7.6
systems administrator,PowerShell,44,6.2
systems administrator,AWS,36,5.1
systems administrator,Risk Management,17,2.4
systems administrator,Distributed Systems,17,2.4
systems administrator,Oracle,16,2.3
systems administrator,Ansible,15,2.1
systems administrator os,DevOps,24,100.0
systems administrator os,Git,24,100.0
systems administrator os,CI/CD,24,100.0
systems administrator os,Python,24,100.0
systems administrator os,GitHub,24,100.0
systems administrator os,Ansible,24,100.0
systems engineer,System Design,173,9.7
systems engineer,Windows,155,8.7
systems engineer,Cybersecurity,131,7.3
systems engineer,VMware,119,6.7
systems engineer,Linux,101,5.7
systems engineer,Active Directory,89,5.0
systems engineer,Risk Management,85,4.8
systems engineer,Azure,83,4.6
systems engineer,SQL,82,4.6
systems engineer,Oracle,55,3.1
systems engineer,Python,52,2.9
systems engineer,Zero Trust,50,2.8
systems engineer,Firewalls,47,2.6
systems engineer,MATLAB,45,2.5
systems engineer,Machine Learning,43,2.4
systems engineer manager,System Design,2,6.5
systems engineer manager,Cybersecurity,2,6.5
systems engineer manager,Risk Management,2,6.5
systems engineer manager,Segment,2,6.5
systems engineer manager,Software Architecture,1,3.2
systems engineer manager,Excel,1,3.2
systems engineer manager,MATLAB,1,3.2
systems engineer manager,VMware,1,3.2
systems engineer manager,Active Directory,1,3.2
systems engineer manager,PowerShell,1,3.2
systems engineer manager,Azure,1,3.2
systems network engineer,Firewalls,3,30.0
systems network engineer,Cybersecurity,3,30.0
systems network engineer,Azure,3,30.0
systems network engineer,Incident Response,2,20.0
systems network engineer,SIEM,2,20.0
systems network engineer,System Design,1,10.0
systems security analyst,Cybersecurity,9,69.2
systems security analyst,Risk Management,3,23.1
systems security analyst,DevOps,1,7.7
systems security analyst,Kubernetes,1,7.7
systems security analyst,Linux,1,7.7
systems security analyst,JavaScript,1,7.7
systems security analyst,Docker,1,7.7
systems security analyst,Active Directory,1,7.7
systems security analyst,Java,1,7.7
systems security analyst,AWS,1,7.7
systems security analyst,Unix,1,7.7
systems security analyst,GCP,1,7.7
systems security analyst,Azure,1,7.7
systems security analyst,Ansible,1,7.7
systems security analyst,Penetration Testing,1,7.7
systems security engineer,Cybersecurity,9,47.4
systems security engineer,Risk Management,9,47.4
systems security engineer,CISSP,3,15.8
systems security engineer,System Design,2,10.5
systems security engineer,Incident Response,2,10.5
systems security engineer,Linux,2,10.5
systems security engineer,Prototyping,1,5.3
systems security engineer,Penetration Testing,1,5.3
systems security engineer,Software Architecture,1,5.3
systems security engineer,Windows,1,5.3
systems security engineer,Active Directory,1,5.3
systems software engineer,Linux,20,38.5
systems software engineer,C++,16,30.8
systems software engineer,Python,12,23.1
systems software engineer,Windows,9,17.3
systems software engineer,Deep Learning,9,17.3
systems software engineer,Software Architecture,8,15.4
systems software engineer,CI/CD,7,13.5
systems software engineer,Distributed Systems,6,11.5
systems software engineer,Unix,6,11.5
systems software engineer,Machine Learning,4,7.7
systems software engineer,Azure,4,7.7
systems software engineer,Spark,3,5.8
systems software engineer,Kubernetes,3,5.8
systems software engineer,AWS,3,5.8
systems software engineer,Java,3,5.8
systems test engineer,Python,9,16.1
systems test engineer,Linux,5,8.9
systems test engineer,Data Analysis,5,8.9
systems test engineer,Jira,3,5.4
systems test engineer,C++,3,5.4
systems test engineer,SAP,2,3.6
systems test engineer,Cybersecurity,2,3.6
systems test engineer,Excel,1,1.8
systems test engineer,Confluence,1,1.8
systems test engineer,Prototyping,1,1.8
systems test engineer,JavaScript,1,1.8
systems test engineer,System Design,1,1.8
systems test engineer,Azure,1,1.8
systems test engineer,Machine Learning,1,1.8
systems test engineer,Distributed Systems,1,1.8
tableau developer,Tableau,23,95.8
tableau developer,SQL,16,66.7
tableau developer,Data Visualization,7,29.2
tableau developer,Data Analysis,7,29.2
tableau developer,ETL,5,20.8
tableau developer,AWS,4,16.7
tableau developer,Python,4,16.7
tableau developer,Oracle,3,12.5
tableau developer,Data Warehousing,2,8.3
tableau developer,Excel,2,8.3
tableau developer,Data Modeling,2,8.3
tableau developer,PostgreSQL,1,4.2
tableau developer,Linux,1,4.2
tableau developer,Windows,1,4.2
tableau developer,Alteryx,1,4.2
technical business analyst,SQL,16,17.0
technical business analyst,Jira,11,11.7
technical business analyst,Data Analysis,8,8.5
technical business analyst,Azure,6,6.4
technical business analyst,DevOps,6,6.4
technical business analyst,Agile / Scrum,6,6.4
technical business analyst,Excel,5,5.3
technical business analyst,AWS,5,5.3
technical business analyst,Java,5,5.3
technical business analyst,.NET,5,5.3
technical business analyst,Kafka,4,4.3
technical business analyst,Python,4,4.3
technical business analyst,JSON,4,4.3
technical business analyst,ETL,3,3.2
technical business analyst,Confluence,3,3.2
technical data analyst,Tableau,7,70.0
technical data analyst,Informatica,7,70.0
technical data analyst,ETL,7,70.0
technical data analyst,SQL,4,40.0
technical data analyst,Python,3,30.0
technical data analyst,Oracle,3,30.0
technical data analyst,Data Analysis,2,20.0
technical data analyst,Jira,1,10.0
technical data analyst,XML,1,10.0
technical data analyst,Snowflake,1,10.0
technical data analyst,MuleSoft,1,10.0
technical data analyst,Excel,1,10.0
technical data analyst,JSON,1,10.0
technical data analyst,Data Modeling,1,10.0
technical data analyst,JavaScript,1,10.0
technical product manager,AWS,3,5.2
technical product manager,Azure,3,5.2
technical product manager,Microservices,3,5.2
technical product manager,Machine Learning,3,5.2
technical product manager,React,2,3.4
technical product manager,Java,2,3.4
technical product manager,Python,2,3.4
technical product manager,User Research,2,3.4
technical product manager,SAP,2,3.4
technical product manager,Cybersecurity,2,3.4
technical product manager,NLP,1,1.7
technical product manager,Angular,1,1.7
technical product manager,SQL,1,1.7
technical product manager,Salesforce,1,1.7
technical product manager,Oracle,1,1.7
technical program manager,Cybersecurity,15,6.3
technical program manager,AWS,14,5.9
technical program manager,Machine Learning,12,5.0
technical program manager,Risk Management,10,4.2
technical program manager,DevOps,8,3.3
technical program manager,Jira,7,2.9
technical program manager,Azure,6,2.5
technical program manager,Excel,5,2.1
technical program manager,Data Analysis,4,1.7
technical program manager,Java,4,1.7
technical program manager,Segment,3,1.3
technical program manager,Oracle,3,1.3
technical program manager,System Design,3,1.3
technical program manager,Python,3,1.3
technical program manager,Big Data,3,1.3
technical support,Windows,4,16.7
technical support,Machine Learning,4,16.7
technical support,Active Directory,2,8.3
technical support,SQL,1,4.2
technical support,Azure,1,4.2
technical support,ETL,1,4.2
technical support,PowerShell,1,4.2
technical support,Data Modeling,1,4.2
technical support,ServiceNow,1,4.2
technical support,Oracle,1,4.2
technical support,Segment,1,4.2
technical support analyst,Windows,20,39.2
technical support analyst,Active Directory,11,21.6
technical support analyst,Firewalls,4,7.8
technical support analyst,Linux,4,7.8
technical support analyst,Azure,4,7.8
technical support analyst,SQL,4,7.8
technical support analyst,VMware,3,5.9
technical support analyst,PowerShell,3,5.9
technical support analyst,Bash,3,5.9
technical support analyst,Python,3,5.9
technical support analyst,Jira,1,2.0
technical support analyst,Kanban,1,2.0
technical support analyst,Confluence,1,2.0
technical support analyst,Excel,1,2.0
technical support analyst,Risk Management,1,2.0
technical support engineer,Windows,6,12.2
technical support engineer,Azure,6,12.2
technical support engineer,Linux,6,12.2
technical support engineer,AWS,5,10.2
technical support engineer,HTML,4,8.2
technical support engineer,JavaScript,4,8.2
technical support engineer,Jira,4,8.2
technical support engineer,Datadog,4,8.2
technical support engineer,SQL,3,6.1
technical support engineer,Salesforce,3,6.1
technical support engineer,CSS,3,6.1
technical support engineer,Data Analysis,3,6.1
technical support engineer,Confluence,3,6.1
technical support engineer,Active Directory,2,4.1
technical support engineer,Linear,2,4.1
technical support manager,Helm,3,13.6
technical support manager,CI/CD,2,9.1
technical support manager,Windows,2,9.1
technical support manager,Java,1,4.5
technical support manager,Oracle,1,4.5
technical support manager,Linux,1,4.5
technical support manager,Active Directory,1,4.5
technical support manager,PowerShell,1,4.5
technical support manager,Azure,1,4.5
technical support manager,ServiceNow,1,4.5
technical support manager,Dynamics 365,1,4.5
technical support manager,Salesforce,1,4.5
technical support manager,VMware,1,4.5
technical support manager,Risk Management,1,4.5
technical support representative,Linux,1,5.6
technical support representative,ServiceNow,1,5.6
technical support specialist,Windows,44,34.9
technical support specialist,Active Directory,12,9.5
technical support specialist,Excel,10,7.9
technical support specialist,Salesforce,7,5.6
technical support specialist,VMware,5,4.0
technical support specialist,Firewalls,4,3.2
technical support specialist,ServiceNow,4,3.2
technical support specialist,Linux,4,3.2
technical support specialist,SQL,3,2.4
technical support specialist,Azure,3,2.4
technical support specialist,Jira,2,1.6
technical support specialist,MySQL,2,1.6
technical support specialist,Workday,2,1.6
technical support specialist,Spark,1,0.8
technical support specialist,System Design,1,0.8
technical support supervisor,Linux,1,10.0
teradata architect,ETL,3,30.0
teradata architect,Data Warehousing,2,20.0
teradata architect,Big Data,2,20.0
teradata architect,Hadoop,2,20.0
teradata architect,Data Modeling,2,20.0
teradata architect,Informatica,2,20.0
teradata architect,Snowflake,2,20.0
test automation engineer,Python,15,34.9
test automation engineer,Java,9,20.9
test automation engineer,CI/CD,8,18.6
test automation engineer,Azure,8,18.6
test automation engineer,Zero Trust,8,18.6
test automation engineer,Jenkins,7,16.3
test automation engineer,Jira,5,11.6
test automation engineer,DevOps,4,9.3
test automation engineer,Agile / Scrum,3,7.0
test automation engineer,Kubernetes,3,7.0
test automation engineer,GitHub,3,7.0
test automation engineer,C++,3,7.0
test automation engineer,JavaScript,3,7.0
test automation engineer,PowerShell,3,7.0
test automation engineer,SQL,3,7.0
test engineer,Python,41,9.4
test engineer,C++,26,6.0
test engineer,Data Analysis,23,5.3
test engineer,Linux,20,4.6
test engineer,Excel,18,4.1
test engineer,MATLAB,16,3.7
test engineer,Windows,15,3.5
test engineer,Risk Management,13,3.0
test engineer,SQL,10,2.3
test engineer,Jira,9,2.1
test engineer,Java,9,2.1
test engineer,Bash,8,1.8
test engineer,Statistical Analysis,8,1.8
test engineer,Segment,8,1.8
test engineer,Oracle,8,1.8
test engineer manager,Windows,2,11.8
test engineer manager,Data Analysis,1,5.9
test engineer manager,React,1,5.9
test engineer manager,C++,1,5.9
ui designer,Figma,6,40.0
ui designer,User Research,4,26.7
ui designer,HTML,3,20.0
ui designer,CSS,3,20.0
ui designer,JavaScript,3,20.0
ui designer,Prototyping,1,6.7
ui designer,Salesforce,1,6.7
ui developer,JavaScript,16,69.6
ui developer,React,14,60.9
ui developer,CSS,11,47.8
ui developer,HTML,8,34.8
ui developer,Git,7,30.4
ui developer,Node.js,6,26.1
ui developer,TypeScript,5,21.7
ui developer,MySQL,4,17.4
ui developer,Jenkins,4,17.4
ui developer,SQL,4,17.4
ui developer,Angular,4,17.4
ui developer,Java,4,17.4
ui developer,Python,3,13.0
ui developer,AWS,3,13.0
ui developer,REST API,3,13.0
ui programmer,C++,7,70.0
ui programmer,HTML,1,10.0
ui programmer,CSS,1,10.0
ui programmer,JavaScript,1,10.0
user experience designer,Figma,28,35.9
user experience designer,Prototyping,24,30.8
user experience designer,User Research,17,21.8
user experience designer,CSS,17,21.8
user experience designer,HTML,16,20.5
user experience designer,JavaScript,9,11.5
user experience designer,Jira,4,5.1
user experience designer,React,2,2.6
user experience designer,A/B Testing,2,2.6
user experience designer,Big Data,2,2.6
user experience designer,Mixpanel,1,1.3
user experience designer,Vue,1,1.3
user experience designer,jQuery,1,1.3
user experience designer,Agile / Scrum,1,1.3
user experience designer,Java,1,1.3
ux designer,User Research,105,39.0
ux designer,Prototyping,74,27.5
ux designer,Figma,69,25.7
ux designer,CSS,20,7.4
ux designer,HTML,16,5.9
ux designer,Jira,10,3.7
ux designer,JavaScript,9,3.3
ux designer,Data Analysis,8,3.0
ux designer,Cybersecurity,6,2.2
ux designer,AWS,6,2.2
ux designer,Confluence,5,1.9
ux designer,Machine Learning,5,1.9
ux designer,Excel,5,1.9
ux designer,Salesforce,4,1.5
ux designer,Linux,3,1.1
ux developer,CSS,5,26.3
ux developer,JavaScript,5,26.3
ux developer,HTML,4,21.1
ux developer,React,3,15.8
ux developer,TypeScript,3,15.8
ux developer,User Research,2,10.5
ux developer,jQuery,1,5.3
ux developer,SQL,1,5.3
ux developer,Figma,1,5.3
ux developer,Prototyping,1,5.3
ux developer,Git,1,5.3
ux developer,MongoDB,1,5.3
ux developer,Angular,1,5.3
ux researcher,User Research,6,37.5
ux researcher,A/B Testing,3,18.8
ux researcher,Vector Databases,2,12.5
ux researcher,Data Analysis,1,6.2
ux researcher,Machine Learning,1,6.2
ux researcher,Prototyping,1,6.2
ux researcher,Agile / Scrum,1,6.2
ux/ui designer,User Research,6,27.3
ux/ui designer,Figma,4,18.2
ux/ui designer,Prototyping,3,13.6
ux/ui designer,HTML,2,9.1
ux/ui designer,CSS,2,9.1
ux/ui designer,Data Analysis,1,4.5
ux/ui designer,NetSuite,1,4.5
ux/ui designer,SAP,1,4.5
ux/ui designer,Oracle,1,4.5
ux/ui designer,Salesforce,1,4.5
ux/ui designer,jQuery,1,4.5
ux/ui designer,Angular,1,4.5
ux/ui designer,JavaScript,1,4.5
ux/ui designer,Excel,1,4.5
ux/ui designer,Data Visualization,1,4.5
virtualization engineer,VMware,152,99.3
virtualization engineer,DevOps,150,98.0
virtualization engineer,PowerShell,1,0.7
virtualization engineer,Python,1,0.7
virtualization engineer,Windows,1,0.7
vmware systems administrator,VMware,12,100.0
vmware systems administrator,Cybersecurity,3,25.0
vmware systems administrator,SQL,1,8.3
vmware systems administrator,Oracle,1,8.3
vulnerability researcher,Python,27,58.7
vulnerability researcher,C++,22,47.8
vulnerability researcher,Cybersecurity,10,21.7
vulnerability researcher,Git,6,13.0
vulnerability researcher,Windows,5,10.9
vulnerability researcher,Prototyping,5,10.9
vulnerability researcher,Linux,4,8.7
vulnerability researcher,Unix,3,6.5
vulnerability researcher,Data Analysis,1,2.2
vulnerability researcher,System Design,1,2.2
vulnerability researcher,Ruby,1,2.2
vulnerability researcher,React,1,2.2
vulnerability researcher,.NET,1,2.2
vulnerability researcher,Java,1,2.2
web application developer,.NET,8,66.7
web application developer,SQL,7,58.3
web application developer,JavaScript,7,58.3
web application developer,Angular,6,50.0
web application developer,Java,3,25.0
web application developer,Jira,3,25.0
web application developer,GitHub,3,25.0
web application developer,React,3,25.0
web application developer,Vue,2,16.7
web application developer,TypeScript,2,16.7
web application developer,JSON,2,16.7
web application developer,Data Modeling,2,16.7
web application developer,CSS,2,16.7
web application developer,HTML,2,16.7
web application developer,NoSQL,2,16.7
web designer,HTML,8,57.1
web designer,CSS,4,28.6
web designer,XML,2,14.3
web designer,JavaScript,2,14.3
web designer,Figma,2,14.3
web designer,SQL,1,7.1
web designer,jQuery,1,7.1
web designer,AWS,1,7.1
web designer,PHP,1,7.1
web designer,User Research,1,7.1
web designer,Excel,1,7.1
web developer,JavaScript,48,52.7
web developer,HTML,37,40.7
web developer,CSS,35,38.5
web developer,React,25,27.5
web developer,Angular,20,22.0
web developer,SQL,20,22.0
web developer,Java,17,18.7
web developer,PHP,16,17.6
web developer,jQuery,16,17.6
web developer,DevOps,13,14.3
web developer,Vue,12,13.2
web developer,.NET,12,13.2
web developer,AWS,11,12.1
web developer,Python,11,12.1
web developer,Git,9,9.9
windows systems administrator,Windows,14,100.0
windows systems administrator,Firewalls,2,14.3
windows systems administrator,Linux,2,14.3
windows systems administrator,VMware,2,14.3
windows systems administrator,SAP,1,7.1
windows systems administrator,SQL,1,7.1
windows systems administrator,Active Directory,1,7.1
windows systems administrator,PowerShell,1,7.1
windows systems administrator,Bash,1,7.1
windows systems administrator,Unix,1,7.1
windows systems administrator,Cybersecurity,1,7.1
windows systems engineer,Windows,10,100.0
windows systems engineer,Active Directory,6,60.0
windows systems engineer,VMware,4,40.0
windows systems engineer,Azure,4,40.0
windows systems engineer,SQL,3,30.0
windows systems engineer,AWS,2,20.0
windows systems engineer,Linux,1,10.0
windows systems engineer,Splunk,1,10.0
windows systems engineer,Distributed Systems,1,10.0
windows systems engineer,System Design,1,10.0
windows systems engineer,Cybersecurity,1,10.0
windows systems engineer,PowerShell,1,10.0
wireless network engineer,Firewalls,1,9.1
wireless network engineer,Zero Trust,1,9.1
wireless network engineer,Databricks,1,9.1
wordpress developer,PHP,6,19.4
wordpress developer,HTML,4,12.9
wordpress developer,JavaScript,4,12.9
wordpress developer,CSS,3,9.7
wordpress developer,Git,1,3.2
wordpress developer,Google Analytics,1,3.2
wordpress developer,AWS,1,3.2
wordpress developer,MySQL,1,3.2
wordpress developer,React,1,3.2
